SITE_ID,Lat,Lon,DOC_Median,TN_Median,TP_Median,TNtoTP_Median,TPtoTN
NLA06608-3303,29.2461467,-98.3772099,10,1535,81,18.95061728,0.05276873
NLA06608-3313,42.1231933,-111.8362486,2.3,316,41,7.707317073,0.129746835
NLA06608-3320,34.9019537,-94.7657018,6.15,612,88,6.954545455,0.14379085
NLA06608-3329,48.4574113,-116.824496,3.14,374,10,37.4,0.026737968
NLA06608-3480,34.6296809,-97.0899395,10.47,1612,88,18.31818182,0.054590571
NLA06608-3484,42.6269512,-100.6121255,38.16,4319,180,23.99444444,0.041676314
NLA06608-3608,41.9753622,-97.2361035,13.07,1821,191,9.534031414,0.104887424
NLA06608-3616,36.05808,-99.922478,5.01,455,15,30.33333333,0.032967033
NLA06608-3644,41.7876294,-102.5219427,34.26,2063,58,35.56896552,0.028114397
NLA06608-3656,42.4164663,-99.2910606,24.91,5813,471,12.3418259,0.081025288
NLA06608-3660,40.1566865,-96.7797025,7.27,2263,1329,1.702784048,0.587273531
NLA06608-3698,41.8909739,-71.6849417,4.79,300,6,50,0.02
NLA06608-3846,41.394105,-71.6657301,4.15,110,3,36.66666667,0.027272727
NLA06608-3890,41.5800769,-71.7980271,2.78,98,1,98,0.010204082
NLA06608-3911,30.5371392,-92.4431037,5.88,643,43,14.95348837,0.066874028
NLA06608-4056,36.1430584,-98.6285654,6.55,651,75,8.68,0.115207373
NLA06608-4064,36.8486239,-102.875142,7.05,770,47,16.38297872,0.061038961
NLA06608-4206,35.9212759,-97.413047,6.73,1627,61,26.67213115,0.037492317
NLA06608-4252,43.496235,-72.9184855,2.69,188,1,188,0.005319149
NLA06608-4320,36.7485899,-96.8551223,4.34,1871,177,10.57062147,0.094601817
NLA06608-4382,34.7290335,-97.7730841,5.72,571,35,16.31428571,0.061295972
NLA06608-4413,41.9202851,-71.7690605,3.63,251,8,31.375,0.03187251
NLA06608-4414,34.8862297,-95.1632214,4.31,480,38,12.63157895,0.079166667
NLA06608-4440,36.7359162,-97.0349779,5.33,803,38,21.13157895,0.04732254
NLA06608-4472,35.4977422,-97.6793022,4.69,816,282,2.893617021,0.345588235
NLA06608-4504,36.8122814,-96.0413209,7.8,680,32,21.25,0.047058824
NLA06608-4610,34.4885841,-96.9813973,5,426,22,19.36363636,0.051643192
NLA06608-4643,36.5147867,-96.1911658,8.1,557,19,29.31578947,0.034111311
NLA06608-4650,32.7146,-92.4450157,11.18,681,43,15.8372093,0.063142438
NLA06608-4659,35.3970673,-98.7075209,3.7,1247,90,13.85555556,0.072173216
NLA06608-4686,31.3731727,-92.7440246,6.5,446,84,5.30952381,0.188340807
NLA06608-4698,32.0904584,-93.489763,7.04,1333,142,9.387323944,0.106526632
NLA06608-4828,34.9659012,-97.6755188,5.45,421,24,17.54166667,0.057007126
NLA06608-4929,34.5893828,-96.6052751,7.51,954,121,7.884297521,0.126834382
NLA06608-4949,36.0700177,-95.5588119,3.84,623,82,7.597560976,0.131621188
NLA06608-9999,44.64231,-71.651789,2.94,149,1,149,0.006711409
NLA06608-ACAD_LAKES_0435,44.40788,-68.268509,1.92,151,10,15.1,0.066225166
NLA06608-ALPS-1218,44.836404,-67.881905,11.36,414,14,29.57142857,0.033816425
NLA06608-ALSC:020149,44.348811,-74.401491,3.36,191,5,38.2,0.02617801
NLA06608-ELS:1C2-032,43.296358,-71.428103,4.27,264,11,24,0.041666667
NLA06608-ELS:1C3-003,45.653548,-69.927263,6.59,256,9,28.44444444,0.03515625
NLA06608-ELS:1D1-035,41.848175,-70.617682,2.16,444,23,19.30434783,0.051801802
NLA06608-ELS:1D2-087,42.323799,-72.092123,6.48,532,35,15.2,0.065789474
NLA06608-ELS:1E1-052,45.207071,-68.209171,4.38,130,10,13,0.076923077
NLA06608-ELS:1E1-096,45.219001,-68.077773,6.8,236,9,26.22222222,0.038135593
NLA06608-ELS:1E1-128,44.849882,-68.429254,4.68,394,8,49.25,0.020304569
NLA06608-ELS:1E2-027,45.799297,-69.889944,10.42,629,28,22.46428571,0.044515103
NLA06608-ELS:1E3-002,46.375055,-68.35754,6.81,731,14,52.21428571,0.019151847
NLA06608-ELS:1E3-012,46.944636,-68.871133,2.31,161,4,40.25,0.02484472
NLA06608-ELS:1E3-071,46.345672,-68.594335,8.15,807,17,47.47058824,0.021065675
NLA06608-ELS:2B2-008,46.994934,-88.759164,10.76,299,8,37.375,0.026755853
NLA06608-ELS:2C2-048,45.500526,-88.794652,5.71,593,8,74.125,0.013490725
NLA06608-ELS:2C3-018,46.138603,-89.552886,5.65,328,10,32.8,0.030487805
NLA06608-ELS:2D3-008,47.122809,-93.880503,14.33,722,13,55.53846154,0.01800554
NLA06608-EMAP:ME011L,45.748209,-69.222522,7.5,246,13,18.92307692,0.052845528
NLA06608-EMAP:ME012L,46.962321,-68.89108,3.48,129,1,129,0.007751938
NLA06608-EMAP:ME254L,46.353306,-69.056968,4.23,204,5,40.8,0.024509804
NLA06608-EMAP:ME263L,45.127611,-67.997826,7.32,314,11,28.54545455,0.035031847
NLA06608-EMAP:ME518L,45.354469,-67.922498,3.54,156,7,22.28571429,0.044871795
NLA06608-FL:107895579,29.080057,-81.441106,10.21,985,33,29.84848485,0.033502538
NLA06608-FL:16674741,29.839332,-81.95812,1.51,98,8,12.25,0.081632653
NLA06608-FL:18261987,30.118409,-82.409214,6.98,474,20,23.7,0.042194093
NLA06608-FL:99324403,30.211239,-82.834414,7.54,801,24,33.375,0.029962547
NLA06608-FL:99344895,30.247737,-82.913722,5.49,1531,166,9.222891566,0.108425865
NLA06608-IN:646,41.56235,-85.392434,4.74,2089,4,522.25,0.001914792
NLA06608-MI:7007,42.398646,-84.056809,9.03,828,9,92,0.010869565
NLA06608-MN:03-0029,47.062841,-95.181199,7.99,779,9,86.55555556,0.011553273
NLA06608-MN:06-0002,45.33182,-96.135669,17.11,2475,271,9.132841328,0.109494949
NLA06608-MN:11-0102,46.928377,-94.040807,9.2,447,9,49.66666667,0.020134228
NLA06608-MN:15-0010,47.189468,-95.21841,7.06,529,9,58.77777778,0.017013233
NLA06608-MN:22-0074,43.8192,-94.078777,8.59,1175,62,18.9516129,0.052765957
NLA06608-MN:49-0140,45.813111,-94.636969,6.01,595,7,85,0.011764706
NLA06608-MN:51-0063,44.15457,-95.767078,7.45,1174,140,8.385714286,0.119250426
NLA06608-MN:56-0306,46.292544,-95.748497,4.94,540,8,67.5,0.014814815
NLA06608-MN:61-0037,45.490155,-95.364908,6.47,835,19,43.94736842,0.022754491
NLA06608-MN:74-0023,43.891574,-93.349755,6.45,880,34,25.88235294,0.038636364
NLA06608-MN:75-0200,45.528235,-96.074082,14.5,2647,446,5.934977578,0.168492633
NLA06608-MN:77-0019,45.768831,-94.670256,9.07,1065,17,62.64705882,0.015962441
NLA06608-MN:87-0030,44.684008,-95.532331,13.31,1987,82,24.23170732,0.041268244
NLA06608-NELP-0253,45.152049,-68.094876,2.95,183,4,45.75,0.021857923
NLA06608-NELP-0955,46.965959,-68.856993,2.94,118,1,118,0.008474576
NLA06608-NELP-1041,44.36243,-69.111684,4.51,286,9,31.77777778,0.031468531
NLA06608-NELP-1330,46.9518,-68.843,2.93,168,1,168,0.005952381
NLA06608-NELP-2155,46.961173,-68.84294,3.04,146,1,146,0.006849315
NLA06608-NELP-3355,46.944789,-68.853062,3.92,216,4,54,0.018518519
NLA06608-NELP-3586,45.752816,-69.077222,3.19,138,3,46,0.02173913
NLA06608-NH250L,43.840363,-71.127398,3.51,292,12,24.33333333,0.04109589
NLA06608-NH4912,43.023373,-72.01599,1.91,177,4,44.25,0.02259887
NLA06608-NV:2,40.592943,-115.394285,1.57,124,11,11.27272727,0.088709677
NLA06608-NV:3,41.026475,-115.087017,2.08,223,7,31.85714286,0.031390135
NLA06608-NV:4,37.301656,-115.126627,16.25,3225,154,20.94155844,0.047751938
NLA06608-OH:19,39.707435,-84.269652,5.85,500,17,29.41176471,0.034
NLA06608-OH:22,40.080755,-83.032824,2.42,244,3,81.33333333,0.012295082
NLA06608-R10BULLTR,44.299985,-115.253959,1.21,88,3,29.33333333,0.034090909
NLA06608-R10CAPEHO,44.412769,-115.130707,3.69,318,10,31.8,0.031446541
NLA06608-R10CHARLT,43.7447,-121.972108,0.65,136,1,136,0.007352941
NLA06608-R10COUNCI,46.266753,-121.629648,0.68,39,1,39,0.025641026
NLA06608-R10DEERLA,43.819275,-121.893625,1.71,191,4,47.75,0.020942408
NLA06608-R10FISHLA,42.736902,-118.647249,2.42,279,13,21.46153846,0.046594982
NLA06608-R10FOURMI,42.46935,-122.258622,1.4,143,4,35.75,0.027972028
NLA06608-R10RAINYL,48.501411,-120.737873,0.37,56,3,18.66666667,0.053571429
NLA06608-R10SQUAWL,42.040047,-123.020334,2.31,150,4,37.5,0.026666667
NLA06608-R10ULAKE,47.427764,-123.074122,5.35,312,10,31.2,0.032051282
NLA06608-R10YELLOW,44.000621,-114.875721,1.03,36,3,12,0.083333333
NLA06608-R31,39.39897,-76.98388,2.23,1103,8,137.875,0.007252947
NLA06608-R314,37.394115,-78.637447,3.01,230,11,20.90909091,0.047826087
NLA06608-R315,38.328785,-79.227717,1.37,101,4,25.25,0.03960396
NLA06608-R318,37.315287,-79.819212,2.54,235,8,29.375,0.034042553
NLA06608-R319,37.344722,-77.1802,14.01,531,37,14.35135135,0.069679849
NLA06608-R32,39.510833,-79.142764,1.56,505,3,168.3333333,0.005940594
NLA06608-R322,36.807826,-80.079728,1.65,219,7,31.28571429,0.03196347
NLA06608-R323,36.841537,-76.649661,5.12,629,26,24.19230769,0.041335453
NLA06608-R324,37.357963,-76.830652,3.58,366,6,61,0.016393443
NLA06608-R326,37.43234,-76.906472,5.54,740,31,23.87096774,0.041891892
NLA06608-R328,37.042659,-80.87554,3.05,277,9,30.77777778,0.032490975
NLA06608-R333,37.303695,-76.707685,3.15,366,22,16.63636364,0.06010929
NLA06608-R334,39.514306,-78.156495,4.42,311,12,25.91666667,0.038585209
NLA06608-R336,37.974885,-80.953739,3.09,169,4,42.25,0.023668639
NLA06608-R34,40.270346,-78.682256,2.15,309,3,103,0.009708738
NLA06608-R5:KATHRYN,46.381969,-88.724713,5.28,405,7,57.85714286,0.017283951
NLA06608-R5:OTTAWA,46.083918,-88.76232,2.38,148,3,49.33333333,0.02027027
NLA06608-R7101,42.526174,-100.668437,29.38,6880,363,18.95316804,0.052761628
NLA06608-R7103,42.578207,-100.688615,27.8,9359,839,11.15494636,0.08964633
NLA06608-R7104,42.526966,-100.717256,33.43,4166,1719,2.423502036,0.41262602
NLA06608-R7106,40.630491,-96.583853,7.25,1281,318,4.028301887,0.24824356
NLA06608-R715,42.535944,-92.4014,5.55,1205,54,22.31481481,0.044813278
NLA06608-R716,42.479229,-92.388594,3.99,544,23,23.65217391,0.042279412
NLA06608-R723,37.09209,-96.798912,3.73,380,20,19,0.052631579
NLA06608-R728,38.791331,-95.979428,4.69,333,19,17.52631579,0.057057057
NLA06608-R730,38.522226,-96.42668,2.86,513,37,13.86486486,0.072124756
NLA06608-R733,38.50443,-94.68362,5.89,637,62,10.27419355,0.09733124
NLA06608-R736,38.494153,-95.815771,3.79,389,26,14.96153846,0.066838046
NLA06608-R746,38.1274,-94.8906,4.29,408,37,11.02702703,0.090686274
NLA06608-R750,39.469161,-96.410034,5.07,983,80,12.2875,0.08138352
NLA06608-R759,38.948542,-98.568716,6.73,611,17,35.94117647,0.027823241
NLA06608-R764,37.232374,-96.195593,3.79,350,14,25,0.04
NLA06608-R767,37.726925,-90.917282,2.8,203,10,20.3,0.049261084
NLA06608-R769,36.636707,-91.054054,2.87,316,8,39.5,0.025316456
NLA06608-R770,37.386994,-91.261113,2.43,223,5,44.6,0.022421525
NLA06608-R772,38.428911,-91.480991,4.76,351,16,21.9375,0.045584046
NLA06608-R775,38.228213,-90.53646,4.06,326,10,32.6,0.030674847
NLA06608-R784,42.458365,-103.116433,5.08,789,31,25.4516129,0.039290241
NLA06608-R788,42.5433,-100.7275,32.11,3172,650,4.88,0.204918033
NLA06608-R791,41.779509,-102.446229,271.1,25638,2147,11.94131346,0.083742882
NLA06608-R792,41.731631,-102.436342,69.46,8647,393,22.00254453,0.045449289
NLA06608-R796,41.734746,-102.397543,39.87,7925,495,16.01010101,0.062460568
NLA06608-TX:10,30.751822,-98.408858,4.89,767,63,12.17460317,0.082138201
NLA06608-TX:14,30.751822,-98.408858,4.87,468,16,29.25,0.034188034
NLA06608-TX:15,32.441373,-98.99129,6.46,484,14,34.57142857,0.02892562
NLA06608-TX:19,31.917152,-95.293713,7.41,1069,72,14.84722222,0.067352666
NLA06608-TX:22,32.044428,-94.464052,4.43,258,11,23.45454545,0.042635659
NLA06608-TX:27,31.49062,-100.50987,8.2,933,69,13.52173913,0.073954984
NLA06608-TX:29,31.003513,-97.609119,3.99,308,8,38.5,0.025974026
NLA06608-TX:30,33.249977,-94.332424,9.6,1433,181,7.917127072,0.126308444
NLA06608-TX:5,28.503123,-98.389969,5.95,683,74,9.22972973,0.108345534
NLA06608-WI:LOWES,43.218375,-88.311533,6.68,1566,67,23.37313433,0.042784163
NLA06608-WI:SY,43.958982,-87.943978,12.07,905,49,18.46938776,0.054143646
