SITE_ID,Lat,Lon,DOC_Median,TN_Median,TP_Median,TNtoTP_Median,TPtoTN
NWCA16-R309,44.328567,-68.3936,13.2,2.12,70,0.160606061,6.226415079
NWCA16_MN-0001,45.44564,-92.6521,17.4,1.3,106,0.074712644,13.38461533
NWCA16_MN-0002,47.11338,-93.84047,42.6,4.09,142,0.09600939,10.41564789
NWCA16_MN-0003,48.3778,-95.93716,35.5,2.12,80,0.05971831,16.74528298
NWCA16_MN-0005,45.98877,-94.39574,24.8,1.95,610,0.078629032,12.71794876
NWCA16_MN-0006,46.72806,-94.87243,22.6,2.25,96,0.099557522,10.04444446
NWCA16_MN-0007,48.2122,-95.1411,57.7,18.2,550,0.31542461,3.170329671
NWCA16_MN-0009,45.031347,-92.896471,20.3,15,2750,0.738916256,1.353333334
NWCA16_MN-0010,48.47591,-94.57716,34.6,1.47,120,0.042485549,23.53741504
NWCA16_MN-0013,45.38352,-93.12864,25.1,13.1,2350,0.521912351,1.916030533
NWCA16_MN-0014,48.23936,-93.92759,62.4,1.45,80,0.023237179,43.03448366
NWCA16_MN-0017,47.50621,-91.44785,46.9,1.96,88,0.041791045,23.9285713
NWCA16_MN-0018,47.50359,-93.78311,42.3,2.56,98,0.060520095,16.52343738
NWCA16_MN-0019,48.22606,-96.04156,32.2,3.4,154,0.105590062,9.470588245
NWCA16_MN-0020,46.30568,-94.983026,17.7,1.87,276,0.105649718,9.465240598
NWCA16_MN-0021,45.92572,-94.20098,22.2,2.1,236,0.094594595,10.57142853
NWCA16_MN-0022,46.75785,-93.59102,58.2,3.29,88,0.05652921,17.68996949
NWCA16_MN-0023,48.44655,-95.32502,38.9,2.13,94,0.054755784,18.26291082
NWCA16_MN-0026,48.33725,-93.37317,88.3,1.6,58,0.018120045,55.18750091
NWCA16_MN-1008,45.12942,-93.82387,22.4,1.47,710,0.065625,15.23809524
NWCA16_MN-1010,48.60061,-94.651995,59.75,3.58,470,0.072887842,13.71970934
NWCA16_MN-1014,47.96087,-93.63509,70.4,1.61,162,0.022869318,43.72670842
NWCA16_MN-1029,47.55232,-95.58587,38.9,9.7,4900,0.249357326,4.010309286
NWCA16_MN-1034,47.44227,-92.83918,41.5,2,86,0.048192771,20.75000004
NWCA16_MN-1042,48.4622,-95.14855,49.8,1.55,114,0.031124498,32.12903225
NWCA16_MN-1047,43.723,-93.35369,28.1,60.2,7550,2.142348754,0.466777409
