UniqueLakeName,Lat,Lon,DOC_Median,TN_Median,TP_Median,TNtoTP_Median,pH,TPtoTN
L11327,38.55525,-88.99527,NA,NA,0.087,NA,NA,NA
L11328,38.54009,-89.08536,NA,NA,0.229,NA,NA,NA
L11329,38.34766,-89.35952,NA,NA,0.567,NA,NA,NA
L11330,40.17496,-87.64311,NA,NA,0.091,NA,NA,NA
L11331,39.63973,-87.70362,NA,NA,0.105,NA,NA,NA
L11332,39.42976,-87.81122,NA,NA,0.0315,NA,NA,NA
L11333,41.32454,-89.88545,NA,NA,0.05,NA,NA,NA
L11334,42.42065,-89.83306,NA,NA,0.092,NA,NA,NA
L11335,39.88327,-90.94002,NA,NA,0.0106,NA,NA,NA
L11336,39.67016,-90.19518,NA,NA,0.06005,NA,NA,NA
L11337,39.6388,-90.75266,NA,NA,0.0995,NA,NA,NA
L11338,39.60505,-90.01349,NA,NA,0.095,NA,NA,NA
L11339,37.41165,-88.76796,NA,NA,0.033,NA,NA,NA
L1134,38.76412,-91.03222,NA,0.4,0.03,NA,NA,NA
L11340,37.45401,-88.84176,NA,NA,0.041,NA,NA,NA
L11341,37.419,-88.89084,NA,NA,0.0265,NA,NA,NA
L11342,38.1066,-89.69914,NA,NA,0.1955,NA,NA,NA
L11343,38.10421,-89.4044,NA,NA,0.1485,NA,NA,NA
L11344,38.07294,-89.21998,NA,NA,0.2325,NA,NA,NA
L11345,37.78012,-89.38158,NA,NA,0.0605,NA,NA,NA
L11346,37.81242,-89.45608,NA,NA,0.031,NA,NA,NA
L11347,37.70989,-89.22612,NA,NA,0.04745,NA,NA,NA
L11348,37.69658,-89.22912,NA,NA,0.0895,NA,NA,NA
L11349,37.67515,-88.95982,NA,NA,0.12,NA,NA,NA
L1135,38.76656,-91.02218,NA,1.1,0.1,NA,NA,NA
L11350,42.34804,-88.97763,NA,NA,0.057,NA,NA,NA
L11351,41.84532,-89.96581,NA,NA,0.029,NA,NA,NA
L11352,38.54125,-88.5816,NA,NA,0.306,NA,NA,NA
L11353,38.35811,-88.59024,NA,NA,0.04,NA,NA,NA
L11354,38.89357,-89.44044,NA,NA,0.219,NA,NA,NA
L11355,39.13738,-88.63777,NA,NA,0.033,NA,NA,NA
L11356,38.91781,-88.28471,NA,NA,0.053,NA,NA,NA
L11357,38.75948,-88.06031,NA,NA,0.041,NA,NA,NA
L11358,40.7052,-89.28175,NA,NA,0.105,NA,NA,NA
L11359,40.64211,-88.92788,NA,NA,0.063,NA,NA,NA
L1136,38.76699,-91.04916,NA,0.85,0.014,NA,NA,NA
L11360,41.54874,-74.10358,0.0059,0.8,0.04,NA,NA,NA
L11361,41.34007,-73.88261,NA,0.415,0.0255,NA,NA,NA
L11362,39.44393,-89.963,NA,NA,0.0665,NA,NA,NA
L11363,39.4197,-89.90326,NA,NA,0.0941,NA,NA,NA
L11364,39.3418,-90.19697,NA,NA,0.056,NA,NA,NA
L11365,39.1432,-89.85856,NA,NA,0.422,NA,NA,NA
L11366,39.01757,-89.1422,NA,NA,0.129,NA,NA,NA
L11367,38.77531,-89.08788,NA,NA,0.092,NA,NA,NA
L11368,38.64699,-88.94657,NA,NA,0.172,NA,NA,NA
L11369,39.46693,-88.14621,NA,NA,0.1035,NA,NA,NA
L1137,38.77125,-77.64556,0.00348,NA,NA,NA,8.4,NA
L11370,39.63784,-87.68389,NA,NA,0.087,NA,NA,NA
L11371,42.08772,-73.70821,0.0051,NA,0.019,NA,NA,NA
L11372,43.40833,-75.18666,NA,NA,0.01,NA,NA,NA
L11373,41.61768,-73.79731,NA,NA,0.14,NA,NA,NA
L11374,41.66601,-76.62991,NA,1.105,0.08,NA,NA,NA
L11375,44.71659,-74.13416,NA,NA,0.012,NA,NA,NA
L11376,40.0029,-75.85714,NA,2.54,0.02,NA,NA,NA
L11377,41.25379,-73.95041,NA,NA,0.125,NA,NA,NA
L11378,41.73656,-77.26147,NA,0.655,0.045,NA,NA,NA
L11379,43.32303,-73.83237,NA,0.32,0.008,NA,NA,NA
L1138,38.77637,-105.0044,0.00202,NA,NA,NA,7.48,NA
L11380,44.34951,-76.11507,NA,NA,0.015,NA,NA,NA
L11381,41.34604,-75.68237,NA,0.3,0.017,NA,NA,NA
L11382,41.87878,-77.12895,NA,0.64,0.014,NA,NA,NA
L11383,41.50613,-72.4049,NA,0.334,NA,NA,NA,NA
L11384,42.75283,-77.51137,0.0032,NA,0.0225,NA,NA,NA
L11385,44.32233,-73.97378,NA,0.33,0.004,NA,NA,NA
L11386,44.66832,-74.29041,NA,0.465,0.018,NA,NA,NA
L11387,43.36658,-73.7905,NA,0.3,0.012,NA,NA,NA
L11388,44.29103,-75.77562,NA,0.335,0.008,NA,NA,NA
L11389,41.31468,-73.85052,NA,0.965,0.0795,NA,NA,NA
L1139,38.77935571,-88.06246429,0.00635,NA,0.1155,NA,9.1,NA
L11390,43.71982,-74.92378,NA,0.375,0.008,NA,NA,NA
L11391,41.38094,-75.50401,NA,0.56,0.028,NA,NA,NA
L11392,41.93935,-76.65149,NA,0.47,0.05,NA,NA,NA
L11393,43.62594,-73.84457,NA,0.23,0.008,NA,NA,NA
L11394,41.45191,-74.4813,NA,0.3,0.026,NA,NA,NA
L11395,43.76819,-74.90016,0.0045095,NA,0.0044,NA,NA,NA
L11396,44.2535,-74.47927,NA,NA,0.0095,NA,NA,NA
L11397,42.42759,-78.48002,0.00245,0.997,0.0135,NA,NA,NA
L11398,43.78827,-73.77298,NA,0.2685,0.007,NA,NA,NA
L11399,44.33463,-75.71455,NA,0.5035,0.016,NA,NA,NA
L1140,38.77882,-91.0592,NA,0.39,0.011,NA,NA,NA
L11400,42.39094,-73.89549,NA,1.15,0.079,NA,NA,NA
L11401,41.20828,-73.81913,NA,0.505,0.047,NA,NA,NA
L11402,42.37454,-75.64629,NA,0.43,0.012,NA,NA,NA
L11403,40.0702,-75.72251,NA,0.59,0.012,NA,NA,NA
L11404,42.47045,-75.87432,NA,0.56,0.018,NA,NA,NA
L11405,41.3282,-73.74051,NA,0.84,0.111,NA,NA,NA
L11406,41.96839,-75.83833,NA,0.38,0.017,NA,NA,NA
L11407,42.40696,-73.41591,NA,0.36,0.008,NA,NA,NA
L11408,43.13242,-74.49017,0.00295,0.37,0.008,NA,NA,NA
L11409,42.76052,-75.55785,NA,0.52,0.01,NA,NA,NA
L1141,38.77993,-92.60088,NA,0.62,0.029,NA,NA,NA
L11410,43.26002,-73.90563,NA,0.26,0.006,NA,NA,NA
L11411,44.66924,-74.2739,NA,0.34,0.013,NA,NA,NA
L11412,42.66261,-73.63477,0.0051,0.474,0.017,NA,NA,NA
L11413,41.91342,-89.3615,NA,NA,0.0685,NA,NA,NA
L11414,41.70916,-87.90086,NA,NA,0.134,NA,NA,NA
L11415,41.62977,-71.97709,NA,NA,NA,NA,NA,NA
L11416,40.35599,-76.4083,NA,1.25,0.049,NA,NA,NA
L11417,43.65669,-76.179,NA,NA,0.0395,NA,NA,NA
L11418,41.4524,-73.77944,NA,NA,0.025,NA,NA,NA
L11419,40.84116,-76.11184,NA,0.3,0.01,NA,NA,NA
L1142,38.78744,-91.05837,NA,0.32,0.014,NA,NA,NA
L11420,44.6988,-74.12519,NA,NA,0.018,NA,NA,NA
L11421,40.94955,-78.90926,NA,2.7,0.032,NA,NA,NA
L11422,43.29223,-75.42955,0.0024,NA,0.0135,NA,NA,NA
L11423,40.48082,-78.71489,NA,0.66,0.02,NA,NA,NA
L11424,43.26639,-73.92859,NA,NA,0.005,NA,NA,NA
L11425,44.33345,-74.15322,NA,NA,0.01,NA,NA,NA
L11426,43.32938,-75.90873,NA,NA,0.01,NA,NA,NA
L11427,40.24581,-76.47679,NA,0.66,0.051,NA,NA,NA
L11428,44.50536,-73.87723,NA,NA,0.0055,NA,NA,NA
L11429,41.06674,-76.28554,NA,NA,NA,NA,NA,NA
L11430,42.51993,-74.14984,0.00475,NA,0.0355,NA,NA,NA
L11431,41.61877,-74.56518,NA,NA,0.014,NA,NA,NA
L11432,40.16436,-78.96309,NA,1.6,0.013,NA,NA,NA
L11433,42.41302,-75.49927,NA,0.39,0.015,NA,NA,NA
L11434,42.34786,-77.4781,NA,NA,0.014,NA,NA,NA
L11435,41.38354,-76.62073,NA,0.29,0.025,NA,NA,NA
L11436,41.75333,-75.20853,NA,0.59,0.026,NA,NA,NA
L11437,42.53778,-73.60386,0.00535,NA,0.074,NA,NA,NA
L11438,41.51331,-75.84893,NA,0.38,0.014,NA,NA,NA
L11439,40.7881,-73.02117,NA,3.63,0.011,NA,NA,NA
L1144,38.79133,-105.1064,0.00092,NA,NA,NA,7.68,NA
L11440,40.38022,-78.88392,NA,0.53,0.01,NA,NA,NA
L11441,44.27934,-75.77432,NA,0.34,0.006,NA,NA,NA
L11442,40.35857,-76.45312,NA,3.49,0.049,NA,NA,NA
L11443,44.42846,-74.26633,NA,0.48,0.013,NA,NA,NA
L11444,44.72578,-74.28201,NA,NA,0.014,NA,NA,NA
L11445,41.45829,-73.66493,NA,NA,0.03,NA,NA,NA
L11446,43.55651,-73.77944,NA,NA,0.009,NA,NA,NA
L11447,40.60399,-74.08022,NA,NA,0.0755,NA,NA,NA
L11448,41.97896,-77.19281,NA,0.695,0.0185,NA,NA,NA
L11449,42.45204,-73.65566,NA,NA,0.035,NA,NA,NA
L1145,38.79133,-95.97943,0.00469,NA,NA,NA,8.7,NA
L11450,41.51608,-75.72908,NA,1.045,0.135,NA,NA,NA
L11451,41.55915,-73.6623,NA,NA,0.015,NA,NA,NA
L11452,42.14416,-73.59561,0.0055,NA,0.034,NA,NA,NA
L11453,40.15055,-79.09955,NA,0.51,0.008,NA,NA,NA
L11454,41.55263,-75.59445,NA,0.54,0.018,NA,NA,NA
L11455,43.52543,-74.02265,NA,NA,0.008,NA,NA,NA
L11456,42.61107,-75.00474,NA,NA,0.007,NA,NA,NA
L11457,40.28059,-78.98862,NA,0.62,0.01,NA,NA,NA
L11458,41.76189,-76.24934,NA,1.31,0.05,NA,NA,NA
L11459,41.47284,-73.78132,NA,NA,0.014,NA,NA,NA
L1146,38.79221,-84.64321,0.00342,NA,NA,NA,8.3,NA
L11460,41.87283,-75.02706,NA,NA,0.066,NA,NA,NA
L11461,41.38731,-73.75233,NA,0.497,0.02,NA,NA,NA
L11462,42.47469,-87.93967,NA,NA,0.013,NA,NA,NA
L11463,42.24877,-87.96326,NA,NA,0.047,NA,NA,NA
L11464,42.24426,-87.96268,NA,NA,0.0415,NA,NA,NA
L11465,42.02749,-88.01273,NA,NA,0.051,NA,NA,NA
L11466,41.96319,-88.13116,NA,NA,0.009,NA,NA,NA
L11467,41.8332,-88.17452,NA,NA,0.014,NA,NA,NA
L11468,41.82841,-88.14338,NA,NA,0.061,NA,NA,NA
L11469,41.81524,-88.06938,NA,NA,0.1945,NA,NA,NA
L1147,38.7932,-90.78181,0.00561,NA,NA,NA,7.8,NA
L11470,41.7144,-87.89027,NA,NA,0.037,NA,NA,NA
L11471,37.71966,-89.07619,NA,NA,0.276,NA,NA,NA
L11472,38.13972,-89.72646,NA,NA,0.035,NA,NA,NA
L11473,39.36903,-90.05387,NA,NA,0.159,NA,NA,NA
L11474,42.38553,-75.85068,NA,0.33,0.009,NA,NA,NA
L11475,43.75872,-75.30566,NA,NA,0.0095,NA,NA,NA
L11476,41.28154,-80.18313,NA,1.13,0.026,NA,NA,NA
L11477,44.25247,-75.7372,NA,NA,0.027,NA,NA,NA
L11478,40.38751,-78.8316,NA,0.54,0.01,NA,NA,NA
L11479,40.42209,-78.68825,NA,1.43,0.047,NA,NA,NA
L11480,41.41196,-73.20848,NA,0.8945,0.055,NA,NA,NA
L11481,44.81923,-74.0186,NA,NA,0.008,NA,NA,NA
L11482,38.69154,-90.09327,NA,NA,0.168,NA,NA,NA
L11483,38.70081,-89.27563,NA,NA,0.223,NA,NA,NA
L11484,42.12635,-87.77658,NA,NA,0.03,NA,NA,NA
L11485,37.41239,-88.65914,NA,NA,0.017,NA,NA,NA
L11486,37.49044,-88.9214,NA,NA,0.057,NA,NA,NA
L11487,37.25911,-88.84375,NA,NA,0.109,NA,NA,NA
L11488,37.36165,-89.1766,NA,NA,0.106,NA,NA,NA
L11489,38.28152,-89.35066,NA,NA,0.1705,NA,NA,NA
L1149,38.79925,-90.79683,NA,0.69,0.022,NA,NA,NA
L11490,37.63179,-89.01498,NA,NA,0.025,NA,NA,NA
L11491,37.62659,-89.14084,NA,NA,0.018,NA,NA,NA
L11492,37.62066,-89.08797,NA,NA,0.011,NA,NA,NA
L11493,39.10346,-89.75648,NA,NA,0.2965,NA,NA,NA
L11494,39.0866,-89.74165,NA,NA,0.174,NA,NA,NA
L11495,39.04727,-89.77836,NA,NA,0.033,NA,NA,NA
L11496,41.98468,-71.60077,NA,0.505,0.018,NA,NA,NA
L11497,41.42587,-71.63107,NA,0.605,0.019,NA,NA,NA
L11498,41.45816,-71.49389,NA,0.96,0.012,NA,NA,NA
L11499,41.51615,-71.77161,NA,0.29,0.0075,NA,NA,NA
L1150,38.80208,-90.00102,NA,NA,0.064,NA,NA,NA
L11500,44.34704,-69.64307,0.00692,0.48,0.016,NA,NA,NA
L11501,46.94847,-68.87781,0.003835,0.204,0.0075,NA,NA,NA
L11502,45.48768,-69.5044,0.00441,0.1845,0.01,NA,NA,NA
L11503,44.95607,-69.98989,NA,NA,NA,NA,NA,NA
L11504,45.27764,-69.25392,0.004345,NA,0.002,NA,NA,NA
L11505,45.28262,-70.74718,0.0047,NA,0.013,NA,NA,NA
L11506,45.89027,-69.04494,0.00644,NA,0.008,NA,NA,NA
L11507,46.28921,-67.8762,0.0035,NA,0.0115,NA,NA,NA
L11508,44.09983,-69.27341,NA,NA,NA,NA,NA,NA
L11509,45.71398,-67.78878,0.00375,0.168,0.005,NA,NA,NA
L1151,38.81448,-86.07571,NA,NA,0.057,NA,NA,NA
L11510,44.40041,-69.82302,NA,NA,0.023,NA,NA,NA
L11511,44.85483,-69.36122,0.00676,NA,0.018,NA,NA,NA
L11512,45.59646,-68.3846,0.0129,NA,0.013,NA,NA,NA
L11513,45.31827,-68.05484,0.0049,0.317,0.007,NA,NA,NA
L11514,44.91841,-68.2651,NA,NA,0.004,NA,NA,NA
L11515,45.281,-67.84334,NA,NA,NA,NA,NA,NA
L11516,44.3543,-70.64977,0.0033,NA,0.006,NA,NA,NA
L11517,44.55571,-68.59283,NA,NA,0.01,NA,NA,NA
L11518,45.46141,-69.74362,NA,NA,0.01,NA,NA,NA
L11519,45.20358,-69.52416,0.0039,0.235,0.006,NA,NA,NA
L1152,38.81466,-83.52684,NA,0.756,0.0486,NA,NA,NA
L11520,46.96117,-68.89065,0.004165,0.163,0.0025,NA,NA,NA
L11521,44.25419,-69.53183,0.013,NA,0.028,NA,NA,NA
L11522,45.5928,-70.28984,0.00644,0.243,0.009,NA,NA,NA
L11523,43.63605,-70.72865,0.00301,0.2275,0.006,NA,NA,NA
L11524,45.04228,-67.5029,NA,NA,0.005,NA,NA,NA
L11525,44.00444,-69.59431,0.007,NA,0.021,NA,NA,NA
L11526,45.00686,-70.13165,NA,NA,0.014,NA,NA,NA
L11527,46.15654,-69.08248,0.00784,NA,0.0065,NA,NA,NA
L11528,44.75631,-67.77163,NA,NA,0.0115,NA,NA,NA
L11529,44.99258,-69.31848,0.0067,NA,0.0275,NA,NA,NA
L1153,38.81717,-95.54639,0.00583,NA,NA,NA,8.8,NA
L11530,44.2076,-69.17704,NA,NA,0.011,NA,NA,NA
L11531,43.8418,-69.86859,0.0037,NA,0.008,NA,NA,NA
L11532,45.13277,-70.00473,NA,NA,0.028,NA,NA,NA
L11533,45.58388,-70.40537,NA,NA,0.02,NA,NA,NA
L11534,43.22004,-70.80702,0.0084,0.5645,0.0275,NA,NA,NA
L11535,41.78852,-71.46876,NA,0.39,0.017,NA,NA,NA
L11536,41.91041,-71.65076,NA,0.33,0.012,NA,NA,NA
L11537,41.44294,-71.71835,NA,0.5,0.016,NA,NA,NA
L11538,41.62182,-71.71617,NA,NA,NA,NA,NA,NA
L11539,46.5424,-69.38514,NA,NA,0.007,NA,NA,NA
L1154,38.8235,-80.61408,0.00174,NA,NA,NA,7.48,NA
L11540,45.03305,-70.75566,0.00645,NA,0.0095,NA,NA,NA
L11541,44.57995,-68.70287,0.00409,0.2335,0.0095,NA,NA,NA
L11542,45.2644,-70.07284,0.00499,NA,0.002,NA,NA,NA
L11543,46.86493,-68.7008,NA,NA,0.011,NA,NA,NA
L11544,44.8274,-67.90313,0.00368,0.325,0.008,NA,NA,NA
L11545,45.82065,-68.87171,NA,NA,0.004,NA,NA,NA
L11546,44.47816,-70.10412,0.00796,NA,0.0155,NA,NA,NA
L11547,45.41014,-68.45352,NA,NA,0.017,NA,NA,NA
L11548,45.07177,-67.38168,0.00435,0.192,0.006,NA,NA,NA
L11549,45.06191,-69.71076,0.0045,NA,0.0075,NA,NA,NA
L1155,38.82741,-94.36388,NA,0.87,0.042,NA,NA,NA
L11550,45.14164,-68.40104,NA,NA,NA,NA,NA,NA
L11551,44.76528,-67.52453,0.00468,NA,0.006,NA,NA,NA
L11552,44.31797,-69.00126,NA,NA,0.013,NA,NA,NA
L11553,45.59131,-69.32193,NA,NA,0.008,NA,NA,NA
L11554,46.95305,-68.8424,0.00432,0.2415,0.006,NA,NA,NA
L11555,43.5561,-70.77567,0.005335,NA,0.007,NA,NA,NA
L11556,44.40599,-70.67718,0.0037,0.164,0.008,NA,NA,NA
L11557,47.21001,-68.23659,0.00437,0.462,0.013,NA,NA,NA
L11558,44.17702,-70.77126,NA,NA,0.019,NA,NA,NA
L11559,43.81251,-69.81561,NA,NA,0.017,NA,NA,NA
L1156,38.83133,-91.42022,NA,0.39,0.013,NA,NA,NA
L11560,41.46322,-71.32045,NA,0.63,0.034,NA,NA,NA
L11561,41.41522,-71.54525,NA,0.17,0.007,NA,NA,NA
L11562,41.92415,-71.78024,NA,0.29,0.008,NA,NA,NA
L11563,41.4346,-71.48853,NA,0.51,0.015,NA,NA,NA
L11564,41.64048,-71.15626,NA,0.45,0.027,NA,NA,NA
L11565,44.58781,-68.07079,NA,NA,0.004,NA,NA,NA
L11566,44.82842,-70.88557,0.004325,0.242,0.006,NA,NA,NA
L11567,45.33495,-69.56104,NA,NA,NA,NA,NA,NA
L11568,45.97061,-70.24224,NA,NA,0.01,NA,NA,NA
L11569,45.63558,-70.49223,0.00781,NA,0.009,NA,NA,NA
L1157,38.83462,-94.74901,0.00465,NA,NA,NA,8.2,NA
L11570,46.78569,-68.51242,0.0059,NA,0.0115,NA,NA,NA
L11571,44.73,-70.08388,0.00247,0.154,0.004,NA,NA,NA
L11572,45.48996,-68.67609,NA,NA,0.011,NA,NA,NA
L11573,44.5692,-69.95273,0.00632,0.384,0.018,NA,NA,NA
L11574,44.46674,-70.13258,0.00357,0.238,0.005,NA,NA,NA
L11575,45.82067,-69.37167,0.00452,NA,0.008,NA,NA,NA
L11576,44.36899,-69.32856,0.00367,NA,0.006,NA,NA,NA
L11577,46.3302,-67.87071,NA,NA,0.017,NA,NA,NA
L11578,45.32067,-68.11178,NA,NA,0.009,NA,NA,NA
L11579,45.25548,-69.92097,0.002065,0.121,0.005,NA,NA,NA
L1158,38.8362,-94.39028,NA,0.79,0.041,NA,NA,NA
L11580,47.05625,-68.36387,0.00516,NA,0.011,NA,NA,NA
L11581,45.28266,-69.52726,NA,NA,0.005,NA,NA,NA
L11582,45.40544,-70.29122,NA,NA,NA,NA,NA,NA
L11583,44.57385,-69.92543,0.00381,0.307,0.007,NA,NA,NA
L11584,45.92496,-68.79264,0.00479,0.306,0.012,NA,NA,NA
L11585,45.62316,-69.17609,NA,NA,NA,NA,NA,NA
L11586,44.66376,-68.57804,NA,NA,0.005,NA,NA,NA
L11587,45.65679,-68.96296,NA,NA,0.011,NA,NA,NA
L11588,46.16975,-69.88186,NA,NA,0.027,NA,NA,NA
L11589,43.1895,-70.76396,0.00882,NA,0.026,NA,NA,NA
L11590,45.26779,-70.74109,0.0053,NA,0.006,NA,NA,NA
L11591,44.18977,-69.34164,0.00334,NA,0.011,NA,NA,NA
L11592,41.46143,-71.31233,NA,1.98,0.154,NA,NA,NA
L11593,41.8873,-71.55005,NA,0.635,0.0285,NA,NA,NA
L11594,44.98142,-69.77057,0.0061,NA,0.017,NA,NA,NA
L11595,46.2958,-68.89054,0.00804,NA,0.012,NA,NA,NA
L11596,46.65079,-68.03022,0.007085,1.01,0.038,NA,NA,NA
L11597,44.34499,-69.68469,0.00381,NA,0.009,NA,NA,NA
L11598,45.21327,-69.55777,NA,NA,0.0075,NA,NA,NA
L11599,45.75797,-69.19358,NA,NA,0.006,NA,NA,NA
L1160,38.84793,-93.7811,NA,1.025,0.0475,NA,NA,NA
L11600,43.84316,-70.43226,NA,NA,NA,NA,NA,NA
L11601,45.67161,-68.87407,NA,NA,0.008,NA,NA,NA
L11602,45.44949,-69.45697,0.0071,NA,0.015,NA,NA,NA
L11603,46.09725,-67.9269,0.00363,0.24,0.0055,NA,NA,NA
L11604,46.14225,-69.63332,0.008835,NA,0.007,NA,NA,NA
L11605,47.2132,-68.46719,0.004455,NA,0.017,NA,NA,NA
L11606,44.38531,-70.24291,0.00437,0.261,0.007,NA,NA,NA
L11607,44.42335,-70.53062,0.00476,NA,0.009,NA,NA,NA
L11608,43.68266,-70.69186,NA,NA,0.012,NA,NA,NA
L11609,45.88158,-69.02571,0.0034,NA,0.0075,NA,NA,NA
L1161,38.86379,-86.00294,NA,NA,0.039,NA,NA,NA
L11610,44.26313,-70.83639,NA,NA,0.008,NA,NA,NA
L11611,43.57491,-70.23215,NA,NA,0.0305,NA,NA,NA
L11612,44.45718,-70.05263,0.002065,0.122,0.0035,NA,NA,NA
L11613,45.30891,-69.72381,0.0075,NA,0.018,NA,NA,NA
L11614,44.20517,-69.29036,0.006,NA,0.0155,NA,NA,NA
L11615,44.86393,-71.0213,NA,NA,0.009,NA,NA,NA
L11616,41.77256,-71.77631,NA,0.64,0.044,NA,NA,NA
L11617,44.40345,-69.8291,NA,NA,0.057,NA,NA,NA
L11618,46.13576,-68.00631,NA,NA,0.028,NA,NA,NA
L11619,45.03099,-68.19198,0.002685,NA,0.01,NA,NA,NA
L11620,44.62546,-68.70392,0.00314,NA,0.0125,NA,NA,NA
L11621,44.30828,-70.82419,NA,NA,NA,NA,NA,NA
L11622,44.31565,-69.91651,NA,NA,0.02,NA,NA,NA
L11623,44.39796,-69.82375,NA,NA,0.014,NA,NA,NA
L11624,43.81966,-70.68117,NA,NA,0.013,NA,NA,NA
L11625,45.17252,-69.98438,NA,NA,0.005,NA,NA,NA
L11626,45.14549,-69.3785,0.006225,0.3505,0.009,NA,NA,NA
L11627,44.47201,-70.05233,0.00453,0.2475,0.008,NA,NA,NA
L11628,45.21966,-68.07798,NA,NA,0.011,NA,NA,NA
L11629,45.9356,-69.16165,0.00503,NA,0.006,NA,NA,NA
L11630,44.18995,-69.27447,0.0042,NA,0.015,NA,NA,NA
L11631,45.39608,-68.40986,0.00452,NA,0.0075,NA,NA,NA
L11632,45.1244,-69.99228,NA,NA,NA,NA,NA,NA
L11633,45.76483,-67.852,NA,NA,NA,NA,NA,NA
L11634,46.52114,-69.12957,0.003325,NA,0.004,NA,NA,NA
L11635,45.96469,-70.16894,0.00715,NA,0.016,NA,NA,NA
L11636,43.75284,-70.87268,0.00287,0.2985,0.016,NA,NA,NA
L11637,45.3854,-68.44795,NA,NA,0.014,NA,NA,NA
L11638,44.4588,-70.06798,0.006325,NA,0.007,NA,NA,NA
L11639,44.73761,-68.57424,NA,NA,0.004,NA,NA,NA
L1164,38.880285,116.0327,NA,3.305,0.305,NA,8.695,NA
L11640,44.66801,-68.40045,0.00749,0.343,0.017,NA,NA,NA
L11641,46.28344,-69.11826,NA,NA,0.009,NA,NA,NA
L11642,44.67485,-70.86404,NA,NA,0.016,NA,NA,NA
L11643,44.39332,-69.82444,0.00254,0.206,0.008,NA,NA,NA
L11644,46.56549,-68.32275,0.00565,NA,0.002,NA,NA,NA
L11645,46.30371,-69.18365,0.0048,NA,0.007,NA,NA,NA
L11646,45.29723,-68.34625,NA,NA,0.014,NA,NA,NA
L11647,44.85137,-67.57793,0.003695,0.251,0.007,NA,NA,NA
L11648,43.95189,-70.37809,0.00402,0.22,0.008,NA,NA,NA
L11649,46.97392,-68.85142,0.00663,0.3405,0.01,NA,NA,NA
L1165,38.87099,-94.33902,NA,0.94,0.055,NA,NA,NA
L11650,45.36466,-69.3315,NA,NA,0.005,NA,NA,NA
L11651,44.7073,-68.58365,0.00623,NA,0.006,NA,NA,NA
L11652,46.13519,-68.0351,0.00812,NA,0.008,NA,NA,NA
L11653,43.62245,-70.68862,NA,NA,0.014,NA,NA,NA
L11654,44.75452,-67.26635,NA,NA,0.013,NA,NA,NA
L11655,46.7194,-68.76578,NA,NA,NA,NA,NA,NA
L11656,45.76014,-69.12161,0.00474,0.299,0.007,NA,NA,NA
L11657,46.49704,-69.61315,NA,NA,0.006,NA,NA,NA
L11658,44.01342,-70.47277,0.00317,NA,0.004,NA,NA,NA
L11659,45.01069,-67.1522,0.003975,0.267,0.013,NA,NA,NA
L1166,38.87677,-94.31605,NA,0.87,0.093,NA,NA,NA
L11660,45.78509,-68.36753,0.00729,NA,0.009,NA,NA,NA
L11661,45.82334,-68.8969,NA,NA,0.004,NA,NA,NA
L11662,41.4774,-71.42574,NA,0.69,0.0275,NA,NA,NA
L11663,41.6535,-71.59075,NA,0.7,0.009,NA,NA,NA
L11664,41.55443,-71.47855,NA,1.13,0.011,NA,NA,NA
L11665,41.44928,-71.83405,NA,0.55,0.02,NA,NA,NA
L11666,41.55836,-71.68941,NA,0.345,0.009,NA,NA,NA
L11667,41.54641,-71.49049,NA,NA,0.0095,NA,NA,NA
L11668,41.70634,-71.55276,NA,0.825,0.0175,NA,NA,NA
L11669,44.38525,-69.82416,0.00566,NA,0.0075,NA,NA,NA
L1167,38.88036,-94.32445,NA,0.885,0.098,NA,NA,NA
L11670,44.51803,-70.05062,0.005,NA,0.0065,NA,NA,NA
L11671,46.2557,-69.28966,NA,NA,0.006,NA,NA,NA
L11672,41.50647,-71.77226,NA,0.46,0.0095,NA,NA,NA
L11673,44.86959,-69.29736,NA,NA,0.013,NA,NA,NA
L11674,46.9442,-68.87144,0.003145,0.24,0.0055,NA,NA,NA
L11675,45.02265,-70.99777,0.0045,0.323,0.006,NA,NA,NA
L11676,45.75865,-69.03099,NA,NA,0.0035,NA,NA,NA
L11677,46.96382,-68.85543,0.00323,0.168,0.004,NA,NA,NA
L11678,44.10914,-70.56188,0.0037,0.201,0.011,NA,NA,NA
L11679,45.35466,-67.92047,0.0044,NA,0.005,NA,NA,NA
L1168,38.88529,-94.31735,NA,0.97,0.1045,NA,NA,NA
L11680,46.24535,-69.03064,0.0105,0.393,0.008,NA,NA,NA
L11681,41.59873,-71.70123,NA,0.33,0.012,NA,NA,NA
L11682,45.20393,-67.42387,NA,NA,0.006,NA,NA,NA
L11683,44.36893,-70.47184,NA,NA,0.0145,NA,NA,NA
L11684,44.4431,-70.55255,NA,NA,0.018,NA,NA,NA
L11685,45.07987,-67.80348,0.0052,NA,0.0095,NA,NA,NA
L11686,44.24389,-68.64897,NA,NA,0.03,NA,NA,NA
L11687,44.57949,-70.11833,0.00376,0.275,0.0145,NA,NA,NA
L11688,46.02157,-68.16554,0.001965,0.145,0.005,NA,NA,NA
L11689,45.47059,-69.42311,0.0062,NA,0.014,NA,NA,NA
L1169,38.88978,-94.32488,NA,0.73,0.103,NA,NA,NA
L11690,43.7009,-70.77619,0.00395,0.443,0.015,NA,NA,NA
L11691,45.39639,-70.76939,0.0097,NA,0.0125,NA,NA,NA
