"SITE_ID","DOC_Median","NO3_Median","TN_Median","TP_Median","TNtoTP_Median","NO3toTP_Median"
"NRS18_OK_11329",9.32,0.148,1.452,141,0.010297872,0.001049645
"NRS18_OK_11330",1.11,0.35,1.1,73,0.015068493,0.004794521
"NRS18_OK_11421",5.58,0.94,1.98,253,0.007826087,0.003715415
"NRS18_OK_11422",5.55,0.7,1.72,188,0.009148936,0.003723404
"NRS18_OK_11427",1.88,0.78,1.14,72,0.015833333,0.010833333
"NRS18_OK_11579",2.41,0.76,1.27,43,0.029534884,0.017674419
"NRS18_OR_10001",0.555,0.00055,0.036,12.3545,0.0028869035,4.11584e-05
"NRS18_OR_10002",0.81,0.01005,0.0915,11.3515,0.0081839975,0.0008776275
"NRS18_OR_10003",0.87,0.048,0.084,29.666,0.002831524,0.001618014
"NRS18_OR_10004",1.02,0.0012,0.076,9.46,0.008033827,0.00012685
"NRS18_OR_10005",0.45,0.027,0.05,12.864,0.003886816,0.002098881
"NRS18_OR_10006",0.55,0.0246,0.08,24.735,0.003234283,0.000994542
"NRS18_OR_10007",0.67,0.0034,0.045,9.715,0.004632012,0.000349974
"NRS18_OR_10009",1.15,0.0174,0.1,19.673,0.005083109,0.000884461
"NRS18_OR_10010",0.51,0.0098,0.033,44.889,0.000735147,0.000218316
"NRS18_OR_10011",0.23,9e-04,0.075,68.351,0.001097277,1.31673e-05
"NRS18_OR_10012",1.28,0.1114,0.375,82.251,0.004559215,0.001354391
"NRS18_OR_10013",0.97,0.1269,0.233,18.065,0.012897869,0.007024633
"NRS18_OR_10014",2.3,0.0055,0.165,45.546,0.003622711,0.000120757
"NRS18_OR_10015",0.45,0.107,0.178,19.1885,0.009698542,0.00585918
"NRS18_OR_10016",1.155,0.013,0.1485,31.198,0.0046919005,0.0004727864
"NRS18_OR_10017",0.82,0.1072,0.143,32.369,0.004417807,0.003311811
"NRS18_OR_10020",2.1,0.0048,0.228,29.294,0.007783164,0.000163856
"NRS18_OR_10021",3.18,0.0295,0.246,168.833,0.001457061,0.000174729
"NRS18_OR_10022",0.6,0.0072,0.09,8.269,0.010884025,0.000870722
"NRS18_OR_10023",1.99,NA,0.191,41.111,0.004645959,0
"NRS18_OR_10024",1.47,5e-04,0.146,52.43,0.002784665,9.53652e-06
"NRS18_OR_10026",2.03,0.004,0.197,59.288,0.003322763,6.74673e-05
"NRS18_OR_10028",1.28,0.0838,0.264,54.664,0.004829504,0.001533002
"NRS18_OR_10029",1.26,0.0267,0.083,50.574,0.001641159,0.000527939
"NRS18_OR_10030",0.23,0.0018,0.03,35.316,0.000849473,5.09684e-05
"NRS18_OR_10032",NA,NA,NA,NA,NA,NA
"NRS18_OR_10035",0.73,0.001,0.065,57.181,0.001136741,1.74883e-05
"NRS18_OR_10040",2.66,0.0012,0.239,61.144,0.003908805,1.96258e-05
"NRS18_OR_10041",1.61,0.1008,0.236,22.431,0.010521154,0.004493781
"NRS18_OR_10042",2.36,NA,0.261,47.038,0.005548705,0
"NRS18_OR_10045",1.02,0.0222,0.063,23.571,0.002672776,0.000941835
"NRS18_OR_10054",0.86,0.0648,0.119,64.385,0.001848257,0.001006446
"NRS18_OR_10055",0.32,0.0027,0.034,22.116,0.001537349,0.000122084
"NRS18_OR_10059",2.56,4.3583,4.719,70.581,0.066859353,0.061748913
"NRS18_OR_10063",2.3,0.0212,0.188,40.399,0.004653581,0.000524765
"NRS18_OR_10068",0.57,0.2485,0.334,21.12,0.015814394,0.011766098
"NRS18_OR_10069",0.36,0.0095,0.028,13.506,0.002073153,0.000703391
"NRS18_OR_10071",0.66,0.1602,0.231,32.326,0.007145951,0.004955763
"NRS18_OR_10231",0.95,0.689,1.069,88.055,0.01214014,0.007824655
"NRS18_OR_10232",1.85,0,0.145,53.6,0.002705224,0
"NRS18_OR_10249",2.01,0.0081,0.104,26.923,0.003862868,0.000300858
"NRS18_OR_10368",0.21,0.0239,0.044,97.279,0.000452307,0.000245685
"NRS18_OR_10519",0.95,0.2031,0.34,27.766,0.012245192,0.007314701
"NRS18_OR_10521",4.56,0.2545,0.844,125.948,0.006701178,0.002020675
"NRS18_OR_10668",5.42,0.039,0.341,102.943,0.003312513,0.00037885
"NRS18_OR_10670",0.8,0.1685,0.34,87.755,0.003874423,0.001920119
"NRS18_OR_10817",4.92,9e-04,0.361,161.103,0.002240802,5.58649e-06
"NRS18_OR_10818",2.36,0.001,0.19,91.65,0.002073104,1.09111e-05
"NRS18_OR_10819",0.83,0.089,0.279,80.713,0.003456692,0.001102672
"NRS18_OR_10968",1.11,0,0.101,26.891,0.003755903,0
"NRS18_OR_11118",4.51,0.1088,0.509,133.369,0.003816479,0.000815782
"NRS18_PA_10002",4.375,0.3555,0.6485,106.482,0.006800717,0.0036496235
"NRS18_PA_10003",0.7,0.119,0.151,8.645,0.017466744,0.013765182
"NRS18_PA_10004",0.86,0.1001,0.169,13.139,0.012862471,0.00761854
"NRS18_PA_10005",0.83,0.0195,0.11,7.81,0.014084507,0.002496799
"NRS18_PA_10006",2.89,2.2898,2.697,463.555,0.00581808,0.004939651
"NRS18_PA_10007",2.01,0.1537,0.186,9.443,0.01969713,0.016276607
"NRS18_PA_10008",1.59,0.1974,0.353,13.47,0.026206385,0.014654788
"NRS18_PA_10009",2.38,0.1591,0.381,10.433,0.036518739,0.015249688
"NRS18_PA_10010",1.55,0.5929,0.764,21.968,0.034777859,0.026989257
"NRS18_PA_10011",5.01,0.9453,1.471,140.633,0.010459849,0.006721751
"NRS18_PA_10012",3.36,0.1437,0.54,57.829,0.009337875,0.002484912
"NRS18_PA_10013",1.33,0.0314,0.19,8.606,0.02207762,0.003648617
"NRS18_PA_10014",3.52,0.6559,1.009,54.37,0.018558028,0.012063638
"NRS18_PA_10015",1.025,1.1141,1.239,14.2585,0.086888943,0.078130974
"NRS18_PA_10016",2.62,0.2745,0.5275,22.4345,0.0235437025,0.01152108
"NRS18_PA_10017",0.77,0.0956,0.289,23.515,0.012290028,0.00406549
"NRS18_PA_10018",1.41,0.1192,0.244,8.024,0.030408774,0.014855434
"NRS18_PA_10019",1.27,0.3195,0.389,13.889,0.028007776,0.023003816
"NRS18_PA_10020",2.16,0.1069,0.302,25.716,0.011743662,0.004156945
"NRS18_PA_10021",2.22,0.9442,1.181,66.514,0.01775566,0.014195508
"NRS18_PA_10022",4.94,0.7652,1.35,71.883,0.018780518,0.010645076
"NRS18_PA_10023",2.97,0.4952,0.751,31.448,0.023880692,0.015746629
"NRS18_PA_10024",1.5,0.0356,0.201,12.254,0.016402807,0.002905174
"NRS18_PA_10025",2.72,0.9076,1.828,172.16,0.01061803,0.00527184
"NRS18_PA_10026",1.66,0.5812,0.711,15.695,0.045301051,0.037030902
"NRS18_PA_10027",2.66,0.531,0.829,47.804,0.017341645,0.011107857
"NRS18_PA_10028",2.32,0.5083,0.756,33.051,0.022873741,0.015379262
"NRS18_PA_10032",2.35,0.0727,0.168,27.091,0.006201321,0.002683548
"NRS18_PA_10034",3.19,0.1221,0.459,87.071,0.00527156,0.001402304
"NRS18_PA_10035",3.66,0.1822,0.691,97.68,0.00707412,0.001865274
"NRS18_PA_10036",3.12,1.3064,1.975,118.896,0.016611156,0.010987754
"NRS18_PA_10037",3.08,0.1431,0.368,42.488,0.008661269,0.00336801
"NRS18_PA_10038",3.94,0.0807,0.246,11.871,0.02072277,0.006798079
"NRS18_PA_10039",2.06,0.0223,0.231,34.974,0.006604907,0.000637617
"NRS18_PA_10041",2.61,2.7805,3.144,195.533,0.016079127,0.014220106
"NRS18_PA_10042",4.63,0.3205,0.725,35.215,0.020587818,0.009101235
"NRS18_PA_10043",2.86,0.1549,0.301,10.271,0.029305812,0.015081297
"NRS18_PA_10044",1.69,0.1014,0.274,8.959,0.030583771,0.011318227
"NRS18_PA_10045",2.48,0.1699,0.379,14.246,0.026603959,0.011926155
"NRS18_PA_10046",2.82,3.7166,3.95,237.134,0.016436165,0.015413999
"NRS18_PA_10068",2.19,2.7437,3.113,112.921,0.027567946,0.024297518
"NRS18_PA_10217",3.74,0.1997,0.355,12.364,0.028712391,0.016151731
"NRS18_PA_10218",8.2,0.1742,0.385,7.749,0.04968383,0.02248032
"NRS18_PA_10220",1.67,0.8907,0.976,28.05,0.034795009,0.031754011
"NRS18_PA_10816",1.23,2.8073,2.9,58.306,0.049737591,0.048147703
"NRS18_PA_RF001",2.06,0.5866,0.759,21.381,0.035498807,0.027435574
"NRS18_RI_10001",2.935,0.51365,0.8265,12.236,0.078653671,0.0480496565
"NRS18_RI_10002",4.615,0.6405,1.053,69.7855,0.0188671395,0.0119631905
"NRS18_RI_10003",17.57,0.0092,0.577,39.341,0.014666633,0.000233853
"NRS18_RI_10004",2.61,0.1439,0.276,14.134,0.019527381,0.010181124
"NRS18_RI_10005",3.875,1.25325,1.556,28.143,0.0596711185,0.0486495735
"NRS18_RI_10006",5.07,0.5662,0.824,49.4205,0.016570282,0.011362937
"NRS18_RI_10008",2.39,0.1894,0.371,19.815,0.01872319,0.009558415
"NRS18_RI_10009",2.93,0.6933,0.875,85.973,0.010177614,0.00806416
"NRS18_RI_10017",3.76,0.8116,1.281,119.385,0.010729991,0.006798174
"NRS18_RI_10018",2.94,0.3879,0.636,30.466,0.02087573,0.012732226
"NRS18_RI_10019",5.3,0.1213,0.578,30.216,0.019128938,0.004014429
"NRS18_RI_10020",4.24,0.5575,0.87,67.754,0.01284057,0.008228296
"NRS18_RI_10022",1.56,0.6841,0.899,9.231,0.097389232,0.074108981
"NRS18_RI_10183",2.19,0.3329,0.602,33.841,0.017789072,0.00983718
"NRS18_RI_10192",3.85,0.108,0.73,64.814,0.011262999,0.001666307
"NRS18_RI_10194",4.37,0.0616,0.308,18.091,0.01702504,0.003405008
"NRS18_RI_10197",3.02,0.2341,0.452,8.518,0.0530641,0.027482977
"NRS18_RI_10199",2.4,0.1096,0.251,14.771,0.016992756,0.007419944
"NRS18_RI_10201",1.71,0.0569,0.238,13.59,0.017512877,0.004186902
"NRS18_RI_10202",5.85,0.0818,0.459,42.318,0.010846448,0.001932984
"NRS18_SC_10001",10.075,3.41635,4.3755,110.983,0.0864161285,0.0751344905
"NRS18_SC_10002",17.54,0.23515,0.9355,62.229,0.0152008815,0.0037077455
"NRS18_SC_10003",10.17,0.5313,1.169,69.268,0.01687648,0.007670208
"NRS18_SC_10004",5.7,0.0015,1.063,112.319,0.009464116,1.33548e-05
"NRS18_SC_10005",2.81,0.2795,0.628,62.06,0.010119239,0.004503706
"NRS18_SC_10007",1.91,0.624,0.9375,58.4905,0.020833236,0.015674274
"NRS18_SC_10008",2.025,0.2976,0.5465,30.7255,0.017861502,0.009676436
"NRS18_SC_10009",15.22,0.0076,0.558,77.645,0.007186554,9.78814e-05
"NRS18_SC_10010",6.29,0.0152,0.274,29.733,0.00921535,0.000511216
"NRS18_SC_10011",1.22,0.2022,0.321,45.163,0.007107588,0.004477116
"NRS18_SC_10012",2.82,0.1833,0.578,47.98,0.012046686,0.003820342
"NRS18_SC_10017",2.21,0.1987,0.39,19.484,0.020016424,0.010198111
"NRS18_SC_10019",3.02,0.4172,0.755,158.436,0.004765331,0.00263324
"NRS18_SC_10020",1.32,0.464,0.638,81.511,0.007827164,0.005692483
"NRS18_SC_10034",9.67,0.0845,0.849,189.143,0.004488667,0.000446752
"NRS18_SC_10180",4.22,0.0985,0.546,89.211,0.006120321,0.001104124
"NRS18_SC_10332",10.63,0.1001,0.966,98.169,0.009840174,0.00101967
"NRS18_SC_10479",0.65,0.0399,0.036,14.603,0.002465247,0.002732315
"NRS18_SC_10779",1.2,0.3217,0.411,50.014,0.008217699,0.006432199
"NRS18_SC_10781",1.82,0.8752,1.084,151.484,0.007155871,0.005777508
"NRS18_SC_RF001",0.65,0.0397,0.114,28.349,0.004021306,0.001400402
"NRS18_SC_RF002",1.76,0.4917,0.679,125.031,0.005430653,0.003932625
"NRS18_SC_RF003",2.68,0.079,0.315,52.064,0.006050246,0.001517363
"NRS18_SD_10001",4.765,4.51035,5.163,386.3405,0.0133759225,0.011688778
"NRS18_SD_10002",3.705,0.07815,0.4825,63.3445,0.0076689585,0.0011690565
"NRS18_SD_10003",16.97,0.828,2.872,622.331,0.004614908,0.001330482
"NRS18_SD_10004",2.53,0.0218,0.303,27.11,0.011176688,0.000804131
"NRS18_SD_10005",6.25,1.8045,2.481,85.764,0.028928222,0.021040297
"NRS18_SD_10006",15.61,0.2229,2.243,207.085,0.010831301,0.00107637
"NRS18_SD_10009",7.83,0.0062,0.774,72.266,0.010710431,8.57941e-05
"NRS18_SD_10010",19.26,2e-04,2.388,880.325,0.002712635,2.27189e-07
"NRS18_SD_10011",8.75,0.0125,1.348,159.15,0.008469997,7.85423e-05
"NRS18_SD_10012",5.83,0.0145,0.386,36.795,0.010490556,0.000394075
"NRS18_SD_10013",9.69,0.0985,1.1445,656.7225,0.0017761575,0.0001296516
"NRS18_SD_10014",9.71,0.22945,1.0305,75.473,0.013318028,0.002301579
"NRS18_SD_10015",26.83,0.0014,4.794,935.7,0.005123437,1.49621e-06
"NRS18_SD_10016",7.74,0.0048,0.261,82.445,0.003165747,5.82206e-05
"NRS18_SD_10018",4.85,1.9243,2.638,212.844,0.012394054,0.009040894
"NRS18_SD_10019",1.83,0.003,0.11,4.76,0.023109244,0.000630252
"NRS18_SD_10020",5.48,2.172,2.556,94.374,0.027083731,0.023014813
"NRS18_SD_10021",6.82,0.5591,1.624,317.53,0.005114477,0.001760779
"NRS18_SD_10022",8.36,0.3683,1.173,35.781,0.032782762,0.010293172
"NRS18_SD_10023",15.87,NA,1.766,555.004,0.003181959,0
"NRS18_SD_10024",13.59,6e-04,1.681,590.575,0.002846379,1.01596e-06
"NRS18_SD_10025",5.92,0.4319,2.299,3349.863,0.000686297,0.000128931
"NRS18_SD_10026",4.95,0.0013,0.3,7.573,0.03961442,0.000171662
"NRS18_SD_10029",5.74,0.3121,1.219,253.638,0.004806062,0.001230494
"NRS18_SD_10031",12.04,0.001,1.744,236.716,0.007367478,4.22447e-06
"NRS18_SD_10034",12.6,NA,2.363,702.35,0.003364419,0
"NRS18_SD_10035",2.17,0.1655,0.413,12.685,0.03255814,0.013046906
"NRS18_SD_10037",11.81,0.153,1.285,92.875,0.013835801,0.001647376
"NRS18_SD_10038",9.96,0.7997,1.219,151.264,0.008058758,0.005286783
"NRS18_SD_10039",3.94,0.091,0.302,55.538,0.005437718,0.001638518
"NRS18_SD_10040",3.65,0.1131,0.704,167.973,0.00419115,0.000673322
"NRS18_SD_10041",4.93,0.0046,0.565,65.586,0.008614643,7.01369e-05
"NRS18_SD_10042",7.89,0.2711,1.931,828.794,0.002329891,0.000327102
"NRS18_SD_10045",6.2,0.3932,1.461,258.019,0.005662374,0.001523919
"NRS18_SD_10046",1.29,0.3794,0.588,48.856,0.012035369,0.007765679
"NRS18_SD_10048",6.1,0.5254,2.171,5062.125,0.000428871,0.00010379
"NRS18_SD_10053",9.75,0.003,1.106,93.461,0.011833813,3.2099e-05
"NRS18_SD_10055",6.55,0.0029,1.29,1134.338,0.001137227,2.55656e-06
"NRS18_SD_10057",7.46,0.0017,0.723,49.836,0.014507585,3.41119e-05
"NRS18_SD_10058",5.5,0.0015,0.689,246.089,0.0027998,6.09536e-06
"NRS18_SD_10060",8.99,7e-04,1.719,442.09,0.003888349,1.58339e-06
"NRS18_SD_10061",7.16,0.0608,0.811,293.473,0.002763457,0.000207174
"NRS18_SD_10065",5.25,0.2423,1.149,1221.181,0.000940892,0.000198414
"NRS18_SD_10071",7.28,0.0412,0.428,71.648,0.005973649,0.000575033
"NRS18_SD_10094",9.86,0,1.396,61.024,0.022876245,0
"NRS18_SD_10244",3.75,0.2292,0.814,276.034,0.002948912,0.000830332
"NRS18_SD_10544",3.18,0.0171,0.261,65.288,0.003997672,0.000261916
"NRS18_SD_10694",9.26,3.3643,4.425,24.853,0.178046916,0.135367964
"NRS18_SD_10959",4.71,0.1667,0.956,391,0.002445013,0.000426343
"NRS18_SD_11294",2.87,0.2113,0.605,68.079,0.008886735,0.003103747
"NRS18_SD_11446",8.82,0.5352,1.865,595.343,0.003132648,0.000898978
"NRS18_SD_11594",5.21,1.4224,2.084,70.413,0.029596807,0.020200815
"NRS18_SD_11894",9.91,1.8297,3.075,1959.15,0.001569558,0.000933925
"NRS18_SD_11899",4.88,0.7313,2.45,9248.313,0.000264913,7.90739e-05
"NRS18_SD_11901",6.87,0.1557,1.209,240.083,0.005035758,0.000648526
"NRS18_SD_11908",4.4,0.4649,0.898,133.758,0.006713617,0.00347568
"NRS18_SD_11910",5.22,0.7544,3.225,7965.65,0.000404863,9.47066e-05
"NRS18_SD_12194",14.18,0.0359,1.48,946.475,0.001563697,3.79302e-05
"NRS18_TN_10001",0.92,0.08655,0.169,23.959,0.007359668,0.0041582765
"NRS18_TN_10002",1.575,0.37565,0.5525,13.027,0.044570625,0.0302461785
"NRS18_TN_10004",1.57,0.3789,0.566,31.051,0.018228076,0.012202506
"NRS18_TN_10005",1.74,0.1566,0.268,44.353,0.006042432,0.003530765
"NRS18_TN_10006",1.74,0.2897,0.604,39.389,0.01533423,0.007354845
"NRS18_TN_10007",2.21,0.4599,1.008,435.019,0.00231714,0.001057195
"NRS18_TN_10008",1.6,0.4968,0.716,35.565,0.020132152,0.01396879
"NRS18_TN_10009",0.605,0.89625,1.055,16.769,0.062956202,0.053424622
"NRS18_TN_10010",1.575,0.1688,0.4275,30.288,0.0141931815,0.005650658
"NRS18_TN_10011",6.93,0.3485,1.39,235.373,0.00590552,0.001480629
"NRS18_TN_10015",0.79,0.1519,0.229,10.814,0.021176253,0.014046606
"NRS18_TN_10016",2.34,0.4458,1.103,415.603,0.002653975,0.001072658
"NRS18_TN_10019",0.81,0.0109,0.096,35.783,0.002682838,0.000304614
"NRS18_TN_10022",1,0.0411,0.114,14.001,0.008142276,0.002935505
"NRS18_TN_10023",0.45,0.1765,0.233,16.038,0.014527996,0.011005113
"NRS18_TN_10024",1.03,0.3739,0.594,77.551,0.007659476,0.004821343
"NRS18_TN_10026",1.59,0.2828,0.538,41.639,0.012920579,0.00679171
"NRS18_TN_10029",3.04,0.3828,0.751,242.913,0.003091642,0.001575873
"NRS18_TN_10033",0.55,0.1591,0.206,7.578,0.027183954,0.020994985
"NRS18_TN_10040",3.28,0.058,0.371,35.765,0.01037327,0.001621697
"NRS18_TN_10339",2.97,0.3724,0.743,100.358,0.007403495,0.003710716
"NRS18_TN_10340",1.33,0.5165,0.619,46.256,0.013382048,0.011166119
"NRS18_TN_10489",1.06,0.9567,1.141,28.808,0.039607054,0.033209525
"NRS18_TN_10490",1.31,1.0676,1.249,101.254,0.012335315,0.010543781
"NRS18_TN_11089",1.53,0.1241,0.391,34.586,0.011305152,0.003588157
"NRS18_TN_11090",1.56,0.1763,0.424,20.648,0.020534676,0.008538357
"NRS18_TN_RF001",1.33,0.6243,0.775,36.931,0.02098508,0.016904498
"NRS18_TN_RF002",2.3,0.1552,0.308,18.571,0.016584998,0.008357116
"NRS18_TX_10001",7.75,0.0602,0.888,82.6,0.010750605,0.000728814
"NRS18_TX_10002",5.1,0.1666,0.705,145.36,0.004850028,0.00114612
"NRS18_TX_10003",5.57,0.2086,0.878,60.173,0.014591262,0.003466671
"NRS18_TX_10004",6.25,0.0351,0.56,76.908,0.007281427,0.000456389
"NRS18_TX_10005",3.16,0.0067,0.25,12.148,0.020579519,0.000551531
"NRS18_TX_10006",6.68,0.0028,0.624,67.849,0.009196893,4.12681e-05
"NRS18_TX_10007",6.8,NA,1.041,123.741,0.008412733,0
"NRS18_TX_10009",3.73,8.026,8.094,1575.956,0.00513593,0.005092782
"NRS18_TX_10010",6.47,0.005,0.649,73.726,0.008802865,6.78187e-05
"NRS18_TX_10011",4.93,0.0048,1.009,138.633,0.007278209,3.46238e-05
"NRS18_TX_10012",3.69,0.2433,0.343,53.25,0.006441315,0.004569014
"NRS18_TX_10013",5.68,0.0254,1.557,171.716,0.009067297,0.000147919
"NRS18_TX_10014",9.86,0.0122,1.431,229.688,0.006230191,5.31155e-05
"NRS18_TX_10015",1.78,0.1605,0.493,40.211,0.012260327,0.003991445
"NRS18_TX_10016",5.425,0.2256,6.531,3089.6,0.002467448,6.096995e-05
"NRS18_TX_10017",2.055,0.73845,1.2965,301.7115,0.004609435,0.002335987
"NRS18_TX_10018",2.63,2.4794,2.894,67.738,0.042723434,0.036602793
"NRS18_TX_10019",5.46,0.0134,0.523,96.794,0.005403227,0.000138438
"NRS18_TX_10021",1.18,0.0322,0.145,10.786,0.013443352,0.002985351
"NRS18_TX_10022",2.99,0.044,0.331,17.46,0.018957617,0.002520046
"NRS18_TX_10023",1.83,0.3127,0.615,63.753,0.009646605,0.004904867
"NRS18_TX_10024",13.36,0.1727,4.888,873.438,0.005596276,0.000197724
"NRS18_TX_10025",7.94,0.0252,0.894,75.805,0.011793417,0.000332432
"NRS18_TX_10026",4.66,0.3405,1.333,116.051,0.011486329,0.002934055
"NRS18_TX_10027",4.95,0.308,0.774,87.486,0.00884713,0.003520563
"NRS18_TX_10029",5.2,1.6773,3.003,433.603,0.00692569,0.003868285
"NRS18_TX_10030",4.05,0.137,0.997,231.825,0.004300658,0.000590963
"NRS18_TX_10033",5.98,0.0715,0.45,65.163,0.006905759,0.001097248
"NRS18_TX_10034",5.72,0.2357,0.806,188.408,0.00427795,0.001251008
"NRS18_TX_10035",4.57,0.0023,0.799,113.335,0.007049896,2.02938e-05
"NRS18_TX_10036",3.68,0.1235,0.303,34.523,0.008776758,0.003577325
"NRS18_TX_10038",1.61,0.1539,0.343,8.025,0.042741433,0.01917757
"NRS18_TX_10039",0.58,0.2542,0.356,5.499,0.064739043,0.046226587
"NRS18_TX_10040",0.68,0.2709,0.374,5.21,0.071785029,0.051996161
"NRS18_TX_10041",2.34,0.5958,0.978,29.596,0.033045006,0.020131099
"NRS18_TX_10042",1.41,0.1901,0.464,27.211,0.017051928,0.006986145
"NRS18_TX_10046",4.74,5.9765,6.625,1464.525,0.004523651,0.004080845
"NRS18_TX_10048",3.68,0.0432,0.554,48.425,0.011440372,0.000892101
"NRS18_TX_10050",3.12,0.0053,0.34,155.01,0.002193407,3.41913e-05
"NRS18_TX_10054",10.17,0.0119,0.911,189.188,0.004815316,6.29004e-05
"NRS18_TX_10055",3.43,1.7452,2.588,456.264,0.005672155,0.003824979
"NRS18_TX_10056",7.76,NA,1.347,105.43,0.01277625,0
"NRS18_TX_10060",4.8,0,0.949,364.385,0.002604388,0
"NRS18_TX_10062",5.54,0.4072,0.455,33.788,0.013466319,0.012051616
"NRS18_TX_10068",8.21,0.1199,1.272,1894.25,0.000671506,6.32968e-05
"NRS18_TX_10073",4.75,NA,0.578,35.929,0.016087283,0
"NRS18_TX_10074",7.44,19.7088,21.175,1648.2,0.012847349,0.011957772
"NRS18_TX_10077",3.75,0.0666,0.593,47.13,0.012582219,0.001413113
"NRS18_TX_10079",1.66,0.9202,1.205,38.354,0.031417844,0.023992282
"NRS18_TX_10080",11.71,0.1327,2.405,237.136,0.01014186,0.000559594
"NRS18_TX_10081",2.47,0.1328,0.261,35.926,0.007264933,0.003696487
"NRS18_TX_10085",4.555,0.07995,0.713,61.974,0.011554335,0.0013606425
"NRS18_TX_10093",6.785,0.38435,0.9415,68.574,0.013659659,0.005467269
"NRS18_TX_10099",2.65,0.2376,0.596,51.965,0.011469258,0.004572308
"NRS18_TX_10116",3.57,0.1869,0.749,264.261,0.002834319,0.000707255
"NRS18_TX_10254",7.68,0.0598,0.431,85.008,0.005070111,0.000703463
"NRS18_TX_10445",7.34,0.8782,2.319,23.836,0.097289814,0.03684343
"NRS18_TX_10449",1.61,0.0433,0.299,29.893,0.010002342,0.0014485
"NRS18_TX_10453",2.44,0.1245,0.383,16.73,0.022893007,0.007441721
"NRS18_TX_10504",5.93,4.9816,6.488,3215.775,0.002017554,0.001549113
"NRS18_TX_10599",4.81,0.1147,0.584,157.47,0.003708643,0.000728393
"NRS18_TX_10640",2.99,0.4163,0.913,124.683,0.00732257,0.003338867
"NRS18_TX_10645",9.99,0.0054,0.701,123.788,0.005662908,4.3623e-05
"NRS18_TX_10694",2.31,0.4484,0.711,24.98,0.02846277,0.01795036
"NRS18_TX_10827",1.28,0.4257,0.579,21.206,0.027303593,0.020074507
"NRS18_TX_10886",28.92,0.4211,0.795,31.413,0.025307994,0.013405278
"NRS18_TX_10887",5.29,0,0.288,29.944,0.009617954,0
"NRS18_TX_10987",5.15,0.0755,1.178,1700.625,0.000692687,4.43954e-05
"NRS18_TX_10988",12.71,5.7003,7.55,1461.4,0.005166279,0.003900575
"NRS18_TX_11022",6.34,0.0231,0.709,100.695,0.007041065,0.000229406
"NRS18_TX_11028",4.52,14.8936,15.575,3487.05,0.004466526,0.004271117
"NRS18_TX_11086",6.37,1.9961,2.8,910.938,0.003073755,0.002191258
"NRS18_TX_11093",7.95,0.2587,0.961,96.948,0.00991253,0.002668441
"NRS18_TX_11101",8.48,0.7058,2.975,4667.413,0.000637398,0.000151219
"NRS18_TX_11144",8.13,0.0398,2.975,969.863,0.003067444,4.10367e-05
"NRS18_TX_11175",3.61,0.0507,0.581,69.115,0.008406279,0.00073356
"NRS18_TX_11185",16.94,1.2532,2.403,126.498,0.018996348,0.009906876
"NRS18_TX_11224",6.26,0.494,1.351,709.7,0.001903621,0.000696069
"NRS18_TX_11270",1.2,0.9424,1.155,21.975,0.052559727,0.042885097
"NRS18_TX_11330",2.4,0.5975,0.898,159.04,0.005646378,0.003756916
"NRS18_TX_11369",1.37,1.1023,1.348,41.11,0.032790075,0.026813427
"NRS18_UT_10002",2.3,0.08605,0.286,101.375,0.004476751,0.000718548
"NRS18_UT_10003",3.56,0.014,0.608,24.176,0.025148908,0.000579087
"NRS18_UT_10004",3.37,NA,0.33,22.426,0.014715063,0
"NRS18_UT_10005",4.11,0.855,1.152,32.325,0.035638051,0.026450116
"NRS18_UT_10006",2.65,0.0395,0.253,19.694,0.012846552,0.002005687
"NRS18_UT_10007",3.76,0.0594,0.448,65.695,0.006819393,0.000904178
"NRS18_UT_10008",2.07,0.0018,0.162,20.341,0.00796421,8.84912e-05
"NRS18_UT_10009",5.26,0.01975,0.3655,72.534,0.0050419865,0.0003435961
"NRS18_UT_10010",3.545,0.20375,0.5815,125.864,0.009707059,0.0034464425
"NRS18_UT_10011",3.46,0.0043,0.234,36.68,0.006379498,0.00011723
"NRS18_UT_10012",1,0.0188,0.083,8.351,0.009938929,0.002251227
"NRS18_UT_10013",9.5,0,0.668,237.009,0.002818458,0
"NRS18_UT_10014",2.85,0.0013,0.235,31.145,0.007545352,4.17402e-05
"NRS18_UT_10015",1.32,NA,0.154,20.055,0.007678883,0
"NRS18_UT_10017",3.91,0.1678,0.598,330.229,0.001810865,0.000508132
"NRS18_UT_10018",2.97,0.0022,0.209,41.669,0.005015719,5.2797e-05
"NRS18_UT_10020",1.45,0.0904,0.185,66.553,0.002779739,0.001358316
"NRS18_UT_10025",3.46,0.1956,0.553,42.141,0.013122612,0.00464156
"NRS18_UT_10026",3.58,NA,0.372,120.055,0.00309858,0
"NRS18_UT_10027",1.29,5e-04,0.157,27.68,0.005671965,1.80636e-05
"NRS18_UT_10032",1.405,0.00445,0.148,5.6405,0.026021495,0.0007918435
"NRS18_UT_10039",2.71,0.0026,0.113,4.286,0.026364909,0.000606626
"NRS18_UT_10044",7.67,0.1946,1.135,319.055,0.00355738,0.000609926
"NRS18_UT_10046",0.68,0.281,0.334,40.584,0.008229844,0.006923911
"NRS18_UT_10282",6.11,0.1395,0.416,13.556,0.030687518,0.010290646
"NRS18_UT_10285",1.76,0.0048,0.118,9.891,0.011930037,0.00048529
"NRS18_UT_10396",4.18,0,0.349,26.263,0.013288657,0
