"SITE_ID","DOC_Median","TN_Median","NO3_Median","TP_Median","TNtoTP_Median","NO3toTP_Median"
"WMTP99-0609",2.08,95,0,1,95,0
"WMTP99-0613",1.47,885,3230.2,5,177,10.42
"WMTP99-0628",2.06,114,0,2,57,0
"WMTP99-0633",4.46,128,0,8,16,0
"WMTP99-0635",39.27,4200,179.8,452,9.292035398,0.006415929
"WMTP99-0648",9.9,789,0,40,19.725,0
"WMTP99-0653",9.27,1334,0,166,8.036144578,0
"WMTP99-0697",5.57,455,0,19,23.94736842,0
"WMTP99-0698",1.98,134,0,15,8.933333333,0
"WMTP99-0699",0.89,154,0,13,11.84615385,0
"WMTP99-0701",0.77,129,353.4,7,18.42857143,0.814285714
"WMTP99-0702",1.29,134,130.2,19,7.052631579,0.110526316
"WMTP99-0703",0.76,161,440.2,0,NA,NA
"WMTP99-0704",2.55,185,223.2,25,7.4,0.144
"WMTP99-0705",1.54,64,0,9,7.111111111,0
"WMTP99-0707",1.48,210,266.6,7,30,0.614285714
"WMTP99-0712",3.34,1633,4290.4,196,8.331632653,0.353061224
"WMTP99-0713",0.71,128,359.6,1,128,5.8
"WMTP99-0715",3.99,629,440.2,68,9.25,0.104411765
"WMTP99-0716",2.06,71,0,1,71,0
"WMTP99-0719",3.28,194,124,102,1.901960784,0.019607843
"WMTP99-0721",1.67,113,0,13,8.692307692,0
"WMTP99-0722",1.19,176,669.6,1,176,10.8
"WMTP99-0723",2.06,99,86.8,7,14.14285714,0.2
"WMTP99-0727",0.91,306,706.8,11,27.81818182,1.036363636
"WMTP99-0729",1.96,115,0,18,6.388888889,0
"WMTP99-0731",5.27,1060,508.4,534,1.985018727,0.015355805
"WMTP99-0733",2.16,723,1773.2,191,3.785340314,0.14973822
"WMTP99-0745",2.02,226,204.6,53,4.264150943,0.062264151
"WMTP99-0748",5.8,788,130.2,420,1.876190476,0.005
"WMTP99-0749",1.12,138,285.2,4,34.5,1.15
"WMTP99-0793",4.33,616,0,107,5.757009346,0
"WMTP99-0801",0.95,203,620,18,11.27777778,0.555555556
"WMTP99-0803",1.81,163,0,19,8.578947368,0
"WMTP99-0804",10.57,721,0,15,48.06666667,0
"WMTP99-0836",1.1,83,266.6,3,27.66666667,1.433333333
"WMTP99-0837",1.11,43,179.8,1,43,2.9
"WMTP99-0838",2.03,174,130.2,18,9.666666667,0.116666667
"WMTP99-0839",0.82,78,179.8,4,19.5,0.725
"WNDP99-0505",8.58,954,179.8,228,4.184210526,0.012719298
"WNDP99-0506",13.67,1994,1773.2,326,6.116564417,0.087730061
"WNDP99-0507",14.05,948,0,17,55.76470588,0
"WNDP99-0508",10.02,814,0,30,27.13333333,0
"WNDP99-0514",9.84,3500,1060.2,5418,0.645994832,0.003156146
"WNDP99-0529",13.14,926,0,34,27.23529412,0
"WNDP99-0531",15.73,1128,310,214,5.271028037,0.023364486
"WNDP99-0539",9.75,976,130.2,65,15.01538462,0.032307692
"WNDP99-0544",8.1,569,130.2,18,31.61111111,0.116666667
"WNDP99-0546",5.21,5133,1413.6,1485,3.456565657,0.015353535
"WNDP99-0570",16.49,2065,266.6,541,3.817005545,0.007948244
"WNDP99-0574",11.21,809,0,154,5.253246753,0
"WNDP99-0575",6.82,1250,1550,112,11.16071429,0.223214286
"WNDP99-0576",17.13,1701,353.4,144,11.8125,0.039583333
"WNDP99-0578",20.44,1723,0,169,10.19526627,0
"WNDP99-0580",13.63,2215,1283.4,390,5.679487179,0.053076923
"WNDP99-0582",17.07,1645,533.2,214,7.686915888,0.040186916
"WNDP99-0584",11.41,1089,0,129,8.441860465,0
"WNDP99-0605",11.15,870,0,60,14.5,0
"WNDP99-0611",19.76,2420,179.8,455,5.318681319,0.006373626
"WNDP99-0615",9.13,1014,0,264,3.840909091,0
"WNDP99-0617",17.5,1575,266.6,87,18.10344828,0.049425287
"WNDP99-0633",6.18,533,0,171,3.116959064,0
"WNDP99-0648",9.58,972,179.8,205,4.741463415,0.014146341
"WNDP99-0650",5.68,558,0,96,5.8125,0
"WNDP99-0654",11.21,772,0,143,5.398601399,0
"WNDP99-0655",4.92,671,489.8,48,13.97916667,0.164583333
"WNDP99-0671",28.77,3410,310,618,5.517799353,0.008090615
"WNDP99-0676",15.41,1425,0,232,6.142241379,0
"WNDP99-0680",14.62,1600,0,937,1.707577375,0
"WNDP99-0683",10.57,1559,1680.2,229,6.807860262,0.118340611
"WNDP99-0685",11.01,914,0,100,9.14,0
"WNDP99-0688",19.41,2261,310,181,12.49171271,0.027624309
"WNDP99-0689",6.86,1128,440.2,165,6.836363636,0.043030303
"WNDP99-0700",19.82,3823,130.2,2587,1.477773483,0.000811751
"WNDP99-0701",18.78,1120,0,45,24.88888889,0
"WNDP99-0703",8.27,812,0,75,10.82666667,0
"WNDP99-0706",13.07,1014,0,20,50.7,0
"WNDP99-0707",19.13,1089,0,35,31.11428571,0
"WNDP99-0711",10.38,1668,310,148,11.27027027,0.033783784
"WNDP99-0712",17.74,1713,0,254,6.744094488,0
"WNDP99-0713",24.75,1949,0,145,13.44137931,0
"WNDP99-0714",12.04,864,0,52,16.61538462,0
"WNDP99-0716",8.19,725,0,181,4.005524862,0
"WNDP99-0717",15.3,1965,0,390,5.038461538,0
"WNVP99-0503",1.41,353,440.2,106,3.330188679,0.066981132
"WNVP99-0505",1.54,773,620,179,4.318435754,0.055865922
"WNVP99-0509",2.72,764,223.2,266,2.872180451,0.013533835
"WNVP99-0511",3.84,704,489.8,237,2.970464135,0.033333333
"WNVP99-0514",0.94,91,0,7,13,0
"WNVP99-0516",2.07,194,179.8,40,4.85,0.0725
"WNVP99-0518",2.19,423,440.2,99,4.272727273,0.071717172
"WNVP99-0519",1.51,271,0,26,10.42307692,0
"WNVP99-0520",1.43,1898,7080.4,25,75.92,4.568
"WNVP99-0521",2.95,501,179.8,76,6.592105263,0.038157895
"WNVP99-0522",1.23,575,223.2,50,11.5,0.072
"WNVP99-0524",1.62,1729,6107,5,345.8,19.7
"WNVP99-0555",2.35,525,0,149,3.523489933,0
"WNVP99-0556",3.36,464,0,32,14.5,0
"WNVP99-0557",1.36,123,0,77,1.597402597,0
"WNVP99-0559",4.48,285,86.8,33,8.636363636,0.042424242
"WNVP99-0561",1.43,228,396.8,38,6,0.168421053
"WNVP99-0562",5.95,836,130.2,52,16.07692308,0.040384615
"WNVP99-0566",3.61,246,130.2,114,2.157894737,0.018421053
"WNVP99-0570",0.89,576,1946.8,33,17.45454545,0.951515152
"WNVP99-0571",0.77,74,86.8,30,2.466666667,0.046666667
"WNVP99-0573",2.14,366,533.2,76,4.815789474,0.113157895
"WNVP99-0576",0.8,234,706.8,22,10.63636364,0.518181818
"WNVP99-0577",1.05,210,576.6,20,10.5,0.465
"WNVP99-0608",2.44,359,0,26,13.80769231,0
"WNVP99-0612",0.62,171,576.6,49,3.489795918,0.189795918
"WNVP99-0613",9.13,575,0,13,44.23076923,0
"WNVP99-0615",1.17,623,1816.6,18,34.61111111,1.627777778
"WNVP99-0617",0.95,127,310,8,15.875,0.625
"WNVP99-0620",1.11,1798,7173.4,18,99.88888889,6.427777778
"WNVP99-0622",1.66,364,223.2,37,9.837837838,0.097297297
"WNVP99-0626",1.18,54,0,34,1.588235294,0
"WNVP99-0627",2.82,246,0,78,3.153846154,0
"WNVP99-0628",0.62,553,2300.2,3,184.3333333,12.36666667
"WNVP99-0631",1.77,639,576.6,86,7.430232558,0.108139535
"WNVP99-0633",5.54,516,799.8,21,24.57142857,0.614285714
"WNVP99-0634",0.45,155,706.8,12,12.91666667,0.95
"WNVP99-0635",1.31,978,3806.8,10,97.8,6.14
"WNVP99-0663",1.6,450,1283.4,28,16.07142857,0.739285714
"WNVP99-0668",1.86,253,0,46,5.5,0
"WNVP99-0670",2.22,1402,0,259,5.413127413,0
"WNVP99-0672",4.86,486,179.8,224,2.169642857,0.012946429
"WNVP99-0673",2.77,168,0,79,2.126582278,0
"WNVP99-0674",1.79,118,130.2,6,19.66666667,0.35
"WNVP99-0677",1.31,225,843.2,2,112.5,6.8
"WNVP99-0679",0.65,505,1860,145,3.482758621,0.206896552
"WNVP99-0680",1.24,73,86.8,2,36.5,0.7
"WNVP99-0681",0.71,64,0,3,21.33333333,0
"WNVP99-0683",0.55,76,179.8,13,5.846153846,0.223076923
"WNVP99-0686",3.66,1089,1816.6,149,7.308724832,0.196644295
"WNVP99-0687",2.65,335,179.8,11,30.45454545,0.263636364
"WORP99-0503",0.5,55,0,2,27.5,0
"WORP99-0505",1.28,153,310,12,12.75,0.416666667
"WORP99-0508",1.29,250,663.4,9,27.77777778,1.188888889
"WORP99-0510",0.67,66,223.2,19,3.473684211,0.189473684
"WORP99-0511",0.11,11,0,35,0.314285714,0
"WORP99-0512",0.98,35,0,23,1.52173913,0
"WORP99-0514",6.28,703,0,45,15.62222222,0
"WORP99-0515",0.51,53,0,31,1.709677419,0
"WORP99-0518",2.01,166,353.4,76,2.184210526,0.075
"WORP99-0520",1.47,228,706.8,9,25.33333333,1.266666667
"WORP99-0522",1.34,211,310,25,8.44,0.2
"WORP99-0523",1.74,520,1370.2,88,5.909090909,0.251136364
"WORP99-0528",1.74,85,130.2,48,1.770833333,0.04375
"WORP99-0529",1.16,250,179.8,26,9.615384615,0.111538462
"WORP99-0530",0.64,25,0,34,0.735294118,0
"WORP99-0538",1.5,105,130.2,5,21,0.42
"WORP99-0541",1.24,78,0,9,8.666666667,0
"WORP99-0542",3.54,348,0,53,6.566037736,0
"WORP99-0547",1.52,125,0,22,5.681818182,0
"WORP99-0548",2.11,141,130.2,5,28.2,0.42
"WORP99-0551",0.75,74,0,4,18.5,0
"WORP99-0554",1.25,76,130.2,10,7.6,0.21
"WORP99-0559",0.77,39,0,37,1.054054054,0
"WORP99-0560",2.29,424,0,37,11.45945946,0
"WORP99-0605",0.62,63,179.8,6,10.5,0.483333333
"WORP99-0606",2.78,339,130.2,100,3.39,0.021
"WORP99-0607",0.45,35,0,39,0.897435897,0
"WORP99-0608",0.78,46,0,35,1.314285714,0
"WORP99-0613",1.65,164,179.8,63,2.603174603,0.046031746
"WORP99-0622",0.81,79,0,17,4.647058824,0
"WORP99-0625",1.62,191,179.8,13,14.69230769,0.223076923
"WORP99-0626",1.85,156,0,22,7.090909091,0
"WORP99-0630",2.45,260,0,7,37.14285714,0
"WORP99-0657",0.85,55,130.2,3,18.33333333,0.7
"WORP99-0659",1.4,120,310,23,5.217391304,0.217391304
"WORP99-0661",1.68,535,1060.2,6,89.16666667,2.85
"WORP99-0662",4.87,1096,1060.2,227,4.828193833,0.075330396
"WORP99-0665",2.33,133,0,153,0.869281046,0
"WORP99-0666",2.47,275,353.4,25,11,0.228
"WORP99-0667",1.79,314,266.6,7,44.85714286,0.614285714
"WORP99-0677",0.64,55,0,5,11,0
"WORP99-0685",2.91,259,0,58,4.465517241,0
"WORP99-0691",1.59,115,223.2,16,7.1875,0.225
"WORP99-0692",2.22,140,223.2,72,1.944444444,0.05
"WORP99-0698",0.95,45,0,3,15,0
"WORP99-0701",0.78,66,0,7,9.428571429,0
"WORP99-0704",2.19,95,86.8,29,3.275862069,0.048275862
"WORP99-0710",0.72,193,576.6,7,27.57142857,1.328571429
"WORP99-0721",1.63,41,0,11,3.727272727,0
"WORP99-0724",1.64,134,0,11,12.18181818,0
"WORP99-0728",3.83,459,86.8,73,6.287671233,0.019178082
"WORP99-0734",1.86,68,0,9,7.555555556,0
"WORP99-0735",1.97,645,2213.4,18,35.83333333,1.983333333
"WORP99-0739",0.87,744,3100,9,82.66666667,5.555555556
"WORP99-0740",2.47,156,0,14,11.14285714,0
"WORP99-0745",1.81,219,266.6,75,2.92,0.057333333
"WORP99-0748",2.93,346,843.2,32,10.8125,0.425
"WORP99-0762",1.59,133,0,12,11.08333333,0
"WORP99-0768",1.42,134,0,19,7.052631579,0
"WORP99-0769",1.81,76,0,22,3.454545455,0
"WORP99-0775",4.19,190,0,39,4.871794872,0
"WORP99-0780",2.3,250,130.2,18,13.88888889,0.116666667
"WORP99-0787",1.52,155,440.2,7,22.14285714,1.014285714
"WORP99-0792",1.2,166,0,52,3.192307692,0
"WORP99-0794",1.48,174,0,26,6.692307692,0
"WORP99-0800",1.61,135,130.2,4,33.75,0.525
"WORP99-0803",0.97,35,0,10,3.5,0
"WORP99-0806",1.49,124,0,5,24.8,0
"WORP99-0813",0.72,259,930,18,14.38888889,0.833333333
"WORP99-0815",2.17,292,0,20,14.6,0
"WORP99-0819",0.87,219,86.8,9,24.33333333,0.155555556
"WORP99-0821",0.64,67,223.2,6,11.16666667,0.6
"WORP99-0823",1.38,527,1636.8,40,13.175,0.66
"WORP99-0825",1.6,265,489.8,8,33.125,0.9875
"WORP99-0830",0.82,80,0,3,26.66666667,0
"WORP99-0841",1.79,211,223.2,15,14.06666667,0.24
"WORP99-0842",1.88,137,86.8,44,3.113636364,0.031818182
"WORP99-0851",0.21,24,86.8,9,2.666666667,0.155555556
"WORP99-0852",3.19,500,706.8,63,7.936507937,0.180952381
"WORP99-0854",0.84,37,0,9,4.111111111,0
"WORP99-0856",2.63,198,86.8,39,5.076923077,0.035897436
"WORP99-0860",0.88,68,86.8,4,17,0.35
"WORP99-0864",2.84,148,0,17,8.705882353,0
"WORP99-0866",1.18,108,179.8,27,4,0.107407407
"WORP99-0871",1.47,128,86.8,31,4.129032258,0.04516129
"WORP99-0877",0.94,73,86.8,18,4.055555556,0.077777778
"WORP99-0879",0.56,168,415.4,9,18.66666667,0.744444444
"WORP99-0883",1.67,102,86.8,5,20.4,0.28
"WORP99-0885",1.91,209,266.6,23,9.086956522,0.186956522
"WORP99-0888",2.25,219,117.8,25,8.76,0.076
"WORP99-0890",0.99,284,105.4,3,94.66666667,0.566666667
"WORP99-0891",0.67,176,130.2,52,3.384615385,0.040384615
"WORP99-0892",1.87,169,192.2,10,16.9,0.31
"WORP99-0893",1.13,141,266.6,19,7.421052632,0.226315789
"WORP99-0917",1.04,78,130.2,53,1.471698113,0.039622642
"WORP99-0923",2.03,220,223.2,60,3.666666667,0.06
"WORP99-0924",1.76,84,0,82,1.024390244,0
"WORP99-0928",1.45,166,0,22,7.545454545,0
"WORP99-0929",2.32,333,179.8,66,5.045454545,0.043939394
"WORP99-0931",1.4,76,0,7,10.85714286,0
"WORP99-0935",2.23,237,223.2,11,21.54545455,0.327272727
"WORP99-0937",1.04,187,130.2,50,3.74,0.042
"WORP99-0947",1.19,625,1903.4,54,11.57407407,0.568518519
"WORP99-0948",1.47,132,0,17,7.764705882,0
"WORP99-0952",1.59,128,440.2,4,32,1.775
"WORP99-0954",0.86,147,489.8,2,73.5,3.95
"WORP99-0972",2.01,354,310,30,11.8,0.166666667
"WORP99-0977",2.52,174,0,77,2.25974026,0
"WORP99-0985",1.45,171,223.2,50,3.42,0.072
"WORP99-0997",1.67,93,0,65,1.430769231,0
"WORP99-1002",1.54,126,0,15,8.4,0
"WORP99-1003",2.18,351,0,67,5.23880597,0
"WORP99-1016",0.37,53,130.2,10,5.3,0.21
"WORP99-1017",0.76,56,0,17,3.294117647,0
"WORP99-1018",0.74,158,489.8,29,5.448275862,0.272413793
"WORP99-1019",1.03,290,886.6,21,13.80952381,0.680952381
"WORP99-1021",1.21,73,0,3,24.33333333,0
"WSDP99-0501",4.26,1468,1773.2,395,3.716455696,0.072405063
"WSDP99-0502",1.92,209,353.4,20,10.45,0.285
"WSDP99-0503",9.43,771,130.2,138,5.586956522,0.015217391
"WSDP99-0505",11.16,3475,10000.6,27,128.7037037,5.974074074
"WSDP99-0506",7.19,1958,0,398,4.91959799,0
"WSDP99-0507",4.41,920,886.6,101,9.108910891,0.141584158
"WSDP99-0508",8.92,964,0,56,17.21428571,0
"WSDP99-0509",7.86,718,223.2,84,8.547619048,0.042857143
"WSDP99-0510",10.64,956,86.8,95,10.06315789,0.014736842
"WSDP99-0512",14.01,15625,0,2244,6.963012478,0
"WSDP99-0514",4.94,525,223.2,127,4.133858268,0.028346457
"WSDP99-0515",12.49,1135,0,46,24.67391304,0
"WSDP99-0516",18.05,3070,266.6,982,3.126272912,0.004378819
"WSDP99-0521",10.54,1166,266.6,150,7.773333333,0.028666667
"WSDP99-0522",3.27,1613,2393.2,430,3.751162791,0.089767442
"WSDP99-0523",6.41,779,223.2,95,8.2,0.037894737
"WSDP99-0525",7.93,1609,0,371,4.336927224,0
"WSDP99-0526",9.79,947,0,195,4.856410256,0
"WSDP99-0527",7.88,1016,0,55,18.47272727,0
"WSDP99-0533",6.16,2728,6950.2,291,9.374570447,0.385223368
"WSDP99-0540",2.68,443,663.4,21,21.0952381,0.50952381
"WSDP99-0541",5.02,1735,2126.6,462,3.755411255,0.074242424
"WSDP99-0543",4.66,444,0,52,8.538461538,0
"WSDP99-0544",5.24,1748,4203.6,110,15.89090909,0.616363636
"WSDP99-0546",8.99,1186,0,90,13.17777778,0
"WSDP99-0548",3.16,581,0,425,1.367058824,0
"WSDP99-0579",5.09,783,0,240,3.2625,0
"WSDP99-0580",2.68,144,0,26,5.538461538,0
"WSDP99-0581",8.02,1034,0,190,5.442105263,0
"WSDP99-0582",11.64,1273,0,54,23.57407407,0
"WSDP99-0585",3.29,251,223.2,14,17.92857143,0.257142857
"WSDP99-0586",2.8,246,0,16,15.375,0
"WSDP99-0587",7.62,719,663.4,333,2.159159159,0.032132132
"WSDP99-0588",7.38,1021,576.6,278,3.672661871,0.033453237
"WSDP99-0589",12.66,3295,266.6,656,5.022865854,0.006554878
"WSDP99-0590",6.27,1308,179.8,328,3.987804878,0.008841463
"WSDP99-0593",6.39,353,0,34,10.38235294,0
"WSDP99-0594",15.36,1289,130.2,35,36.82857143,0.06
"WSDP99-0596",5.91,453,0,47,9.638297872,0
"WSDP99-0599",5.43,556,223.2,51,10.90196078,0.070588235
"WSDP99-0602",4.1,654,886.6,66,9.909090909,0.216666667
"WSDP99-0603",20.99,1810,86.8,751,2.41011984,0.001864181
"WSDP99-0604",1.3,134,0,7,19.14285714,0
"WSDP99-0605",11.6,2028,930,561,3.614973262,0.026737968
"WSDP99-0657",3.74,268,0,14,19.14285714,0
"WSDP99-0658",5.27,750,0,1091,0.687442713,0
"WSDP99-0660",10.18,1973,0,244,8.086065574,0
"WSDP99-0664",8.45,693,0,90,7.7,0
"WSDP99-0665",9.7,1139,310,151,7.543046358,0.033112583
"WSDP99-0666",4.86,1831,0,62,29.53225806,0
"WSDP99-0667",4.93,901,396.8,148,6.087837838,0.043243243
"WSDP99-0669",10.59,866,0,113,7.663716814,0
"WSDP99-0670",6.46,613,489.8,86,7.127906977,0.091860465
"WSDP99-0672",9.06,803,0,48,16.72916667,0
"WSDP99-0674",17.5,9481,0,964,9.835062241,0
"WSDP99-0678",2.5,799,0,256,3.12109375,0
"WSDP99-0679",3.56,2459,0,152,16.17763158,0
"WSDP99-0681",9.21,1503,0,201,7.47761194,0
"WSDP99-0695",2.81,734,756.4,22,33.36363636,0.554545455
"WSDP99-0696",2.19,1041,1903.4,232,4.487068966,0.132327586
"WSDP99-0697",3.28,415,0,55,7.545454545,0
"WSDP99-0698",13.23,949,179.8,37,25.64864865,0.078378378
"WUTP99-0501",1.24,274,440.2,11,24.90909091,0.645454545
"WUTP99-0505",3.88,1055,353.4,64,16.484375,0.0890625
"WUTP99-0507",1.23,225,620,2,112.5,5
"WUTP99-0512",2.21,579,1593.4,19,30.47368421,1.352631579
"WUTP99-0514",1.68,146,0,3,48.66666667,0
"WUTP99-0516",1.07,316,799.8,23,13.73913043,0.560869565
"WUTP99-0517",1.19,131,130.2,13,10.07692308,0.161538462
"WUTP99-0518",2.94,185,130.2,139,1.330935252,0.015107914
"WUTP99-0521",2.11,140,266.6,3,46.66666667,1.433333333
"WUTP99-0542",3.6,286,0,9,31.77777778,0
"WUTP99-0543",6.03,1383,4203.6,105,13.17142857,0.645714286
"WUTP99-0548",2.64,433,223.2,113,3.831858407,0.031858407
"WUTP99-0559",1.58,219,0,66,3.318181818,0
"WUTP99-0561",1.3,103,0,4,25.75,0
"WUTP99-0562",1.07,249,886.6,1,249,14.3
"WUTP99-0563",1.97,824,1636.8,31,26.58064516,0.851612903
"WUTP99-0565",2.45,6381,29877.8,28,227.8928571,17.21071429
"WUTP99-0586",2.22,541,1060.2,70,7.728571429,0.244285714
"WUTP99-0590",0.9,129,310,4,32.25,1.25
"WUTP99-0591",4.43,191,130.2,73,2.616438356,0.028767123
"WUTP99-0594",2.73,293,266.6,59,4.966101695,0.072881356
"WUTP99-0597",2.65,293,179.8,119,2.462184874,0.024369748
"WUTP99-0598",1.36,91,223.2,2,45.5,1.8
"WUTP99-0602",2.45,181,310,9,20.11111111,0.555555556
"WUTP99-0604",0.81,391,1060.2,25,15.64,0.684
"WUTP99-0605",1.89,605,1816.6,5,121,5.86
"WUTP99-0620",4.32,313,0,76,4.118421053,0
"WUTP99-0629",1.38,179,353.4,4,44.75,1.425
"WUTP99-0664",5.66,915,483.6,203,4.507389163,0.038423645
"WUTP99-0665",2.24,459,254.2,84,5.464285714,0.048809524
"WUTP99-0668",1.82,108,0,3,36,0
"WUTP99-0670",6.84,679,0,94,7.223404255,0
"WUTP99-0677",1.93,2784,4935.2,1707,1.630931459,0.046631517
"WUTP99-0692",1.82,863,0,282,3.060283688,0
"WUTP99-0693",2.81,504,837,97,5.195876289,0.139175258
"WUTP99-0694",1.64,456,855.6,8,57,1.725
"WUTP99-0695",3.01,2251,713,593,3.795952782,0.019392917
"WUTP99-0696",7.01,1478,0,1965,0.75216285,0
"WUTP99-0698",1.1,811,2709.4,26,31.19230769,1.680769231
"WUTP99-0721",4.61,505,179.8,103,4.902912621,0.02815534
"WUTP99-0723",1.13,123,130.2,2,61.5,1.05
"WUTP99-0725",3.27,124,0,97,1.278350515,0
"WUTP99-0728",1.65,165,0,17,9.705882353,0
"WUTP99-0731",1.22,249,533.2,53,4.698113208,0.162264151
"WUTP99-0732",1.37,165,179.8,10,16.5,0.29
"WUTP99-0733",0.92,383,1283.4,2,191.5,10.35
"WUTP99-0734",7.83,1224,533.2,158,7.746835443,0.05443038
"WUTP99-0735",3.27,1794,3986.6,88,20.38636364,0.730681818
"WUTP99-0737",4.39,963,0,191,5.041884817,0
"WUTP99-0738",1.31,648,2126.6,15,43.2,2.286666667
"WWAP99-0501",0.7,33,130.2,18,1.833333333,0.116666667
"WWAP99-0502",1.82,163,223.2,32,5.09375,0.1125
"WWAP99-0504",1.54,63,179.8,4,15.75,0.725
"WWAP99-0507",1.25,133,266.6,34,3.911764706,0.126470588
"WWAP99-0508",0.66,43,130.2,10,4.3,0.21
"WWAP99-0509",2.89,89,130.2,1,89,2.1
"WWAP99-0512",1.25,150,440.2,47,3.191489362,0.15106383
"WWAP99-0513",2.51,228,396.8,17,13.41176471,0.376470588
"WWAP99-0515",1.26,326,930,13,25.07692308,1.153846154
"WWAP99-0516",3.2,133,179.8,4,33.25,0.725
"WWAP99-0517",4.11,201,130.2,27,7.444444444,0.077777778
"WWAP99-0520",0.44,90,396.8,2,45,3.2
"WWAP99-0521",2.73,229,223.2,16,14.3125,0.225
"WWAP99-0522",1.34,86,179.8,51,1.68627451,0.056862745
"WWAP99-0524",0.96,36,0,3,12,0
"WWAP99-0526",0.72,49,86.8,1,49,1.4
"WWAP99-0527",0.96,51,179.8,1,51,2.9
"WWAP99-0529",0.63,50,223.2,2,25,1.8
"WWAP99-0531",0.83,38,86.8,1,38,1.4
"WWAP99-0532",0.62,66,179.8,1,66,2.9
"WWAP99-0534",0.59,21,99.2,1,21,1.6
"WWAP99-0535",0.34,39,130.2,2,19.5,1.05
"WWAP99-0538",0.71,64,179.8,2,32,1.45
"WWAP99-0541",0.72,53,130.2,1,53,2.1
"WWAP99-0542",0.57,75,0,5,15,0
"WWAP99-0546",0.96,55,130.2,1,55,2.1
"WWAP99-0560",0.9,95,310,2,47.5,2.5
"WWAP99-0563",0.51,118,440.2,0,NA,NA
"WWAP99-0566",0.57,46,179.8,0,NA,NA
"WWAP99-0568",1.69,109,130.2,25,4.36,0.084
"WWAP99-0593",0.77,143,440.2,44,3.25,0.161363636
"WWAP99-0595",0.54,29,0,1,29,0
"WWAP99-0598",1.38,144,396.8,22,6.545454545,0.290909091
"WWAP99-0602",1.08,43,130.2,2,21.5,1.05
"WWAP99-0604",0.76,80,353.4,5,16,1.14
"WWAP99-0608",3.3,300,1016.8,13,23.07692308,1.261538462
"WWAP99-0611",0.6,15,0,3,5,0
"WWAP99-0612",0.66,23,0,1,23,0
"WWAP99-0614",1.03,120,223.2,26,4.615384615,0.138461538
"WWAP99-0617",1.6,83,179.8,12,6.916666667,0.241666667
"WWAP99-0618",0.74,60,0,2,30,0
"WWAP99-0622",0.57,84,223.2,4,21,0.9
"WWAP99-0630",0.79,38,86.8,0,NA,NA
"WWAP99-0632",0.2,79,266.6,1,79,4.3
"WWAP99-0633",1.07,45,0,1,45,0
"WWAP99-0635",0.9,45,0,2,22.5,0
"WWAP99-0636",0.96,79,179.8,3,26.33333333,0.966666667
"WWAP99-0637",0.5,35,86.8,2,17.5,0.7
"WWAP99-0639",1.47,100,310,7,14.28571429,0.714285714
"WWAP99-0640",1.59,79,223.2,56,1.410714286,0.064285714
"WWAP99-0641",0.85,65,223.2,29,2.24137931,0.124137931
"WWAP99-0642",0.5,28,0,9,3.111111111,0
"WWAP99-0676",0.51,46,179.8,3,15.33333333,0.966666667
"WWAP99-0677",0.27,24,105.4,1,24,1.7
"WWAP99-0681",1.58,5541,22344.8,33,167.9090909,10.92121212
"WWAP99-0682",0.32,28,0,0,NA,NA
"WWAP99-0688",0.82,64,0,8,8,0
"WWAP99-0689",0.36,384,1593.4,3,128,8.566666667
"WWAP99-0692",3.8,1242,4867,7,177.4285714,11.21428571
"WWAP99-0695",1.72,50,0,4,12.5,0
"WWAP99-0697",0.82,47,86.8,4,11.75,0.35
"WWAP99-0700",0.67,41,86.8,4,10.25,0.35
"WWAP99-0701",1.02,80,223.2,4,20,0.9
"WWAP99-0702",1.41,40,0,5,8,0
"WWAP99-0704",0.37,18,155,2,9,1.25
"WWAP99-0705",0.39,88,396.8,1,88,6.4
"WWAP99-0706",1.49,87,0,21,4.142857143,0
"WWAP99-0712",0.92,34,130.2,3,11.33333333,0.7
"WWAP99-0713",0.37,35,248,1,35,4
"WWAP99-0714",0.79,43,0,2,21.5,0
"WWAP99-0716",1.03,99,179.8,9,11,0.322222222
"WWAP99-0719",0.88,66,210.8,9,7.333333333,0.377777778
"WWAP99-0720",3.86,210,310,37,5.675675676,0.135135135
"WWAP99-0721",1.46,73,192.2,16,4.5625,0.19375
"WWAP99-0722",1.55,2004,7285,86,23.30232558,1.36627907
"WWAP99-0729",0.85,33,86.8,8,4.125,0.175
"WWAP99-0730",0.75,46,0,3,15.33333333,0
"WWAP99-0732",6.3,85,86.8,10,8.5,0.14
"WWAP99-0733",0.75,44,111.6,1,44,1.8
"WWAP99-0735",0.39,47,223.2,1,47,3.6
"WWAP99-0736",0.52,55,266.6,1,55,4.3
"WWAP99-0765",1.13,54,0,4,13.5,0
"WWAP99-0766",0.91,82,179.8,1,82,2.9
"WWAP99-0768",0.89,43,130.2,1,43,2.1
"WWAP99-0770",1.08,46,0,9,5.111111111,0
"WWAP99-0772",0.98,88,223.2,1,88,3.6
"WWAP99-0776",0.44,46,130.2,1,46,2.1
"WWAP99-0777",0.76,66,179.8,2,33,1.45
"WWAP99-0778",2.69,173,0,31,5.580645161,0
"WWAP99-0780",0.37,25,130.2,0,NA,NA
"WWYP99-0501",1.11,115,223.2,50,2.3,0.072
"WWYP99-0504",2.01,228,0,74,3.081081081,0
"WWYP99-0506",1.6,135,0,4,33.75,0
"WWYP99-0508",2.46,173,130.2,20,8.65,0.105
"WWYP99-0509",2.45,270,310,65,4.153846154,0.076923077
