SITE_ID,DOC,PTL,NITRATE_N
NLA17_OR_10001,NA,NA,0.0067
NLA17_OR_10002,NA,NA,0
NLA17_OR_10002,NA,NA,0
NLA17_OR_10003,NA,NA,0.0003
NLA17_OR_10004,NA,NA,0
NLA17_OR_10005,NA,NA,0.0015
NLA17_OR_10006,NA,NA,0
NLA17_OR_10007,NA,NA,0
NLA17_OR_10008,NA,NA,0.0002
NLA17_OR_10008,NA,NA,0
NLA17_OR_10009,NA,NA,0.0787
NLA17_OR_10010,NA,NA,0.0001
NLA17_OR_10011,NA,NA,0.0024
NLA17_OR_10012,NA,NA,0.0011
NLA17_OR_10013,NA,NA,0
NLA17_OR_10014,NA,NA,0.002
NLA17_OR_10021,NA,NA,0
NLA17_OR_10024,NA,NA,0
NLA17_OR_10029,NA,NA,0
NLA17_OR_10037,NA,NA,0
NLA17_OR_10051,NA,NA,0
NLA17_OR_10052,NA,NA,0
NLA17_OR_10060,NA,NA,0
NLA17_OR_10063,NA,NA,0
NLA17_OR_10076,NA,NA,0
NLA17_OR_10078,NA,NA,0
NLA17_OR_10079,NA,NA,0
NLA17_OR_10086,NA,NA,0.0026
NLA17_OR_10088,NA,NA,0
NLA17_OR_10093,NA,NA,0
NLA17_OR_10099,NA,NA,0
NLA17_OR_10102,NA,NA,0.0001
NLA17_OR_10106,NA,NA,0.0026
NLA17_OR_HP003,NA,NA,0.0026
NLA17_PA_10001,NA,NA,0.7546
NLA17_PA_10001,NA,NA,0.9794
NLA17_PA_10002,NA,NA,0
NLA17_PA_10003,NA,NA,0.6035
NLA17_PA_10004,NA,NA,0.0257
NLA17_PA_10005,NA,NA,0.0982
NLA17_PA_10006,NA,NA,0.0018
NLA17_PA_10006,NA,NA,0
NLA17_PA_10007,NA,NA,0.9846
NLA17_PA_10008,NA,NA,0
NLA17_PA_10010,NA,NA,0
NLA17_PA_10011,NA,NA,0
NLA17_PA_10013,NA,NA,0
NLA17_PA_10015,NA,NA,0
NLA17_PA_10025,NA,NA,0
NLA17_PA_10030,NA,NA,0
NLA17_PA_10042,NA,NA,0
NLA17_PA_10047,NA,NA,0
NLA17_PA_HP001,NA,NA,0.324
NLA17_PA_HP002,NA,NA,0
NLA17_RI_10001,NA,NA,0.0004
NLA17_RI_10001,NA,NA,0.008
NLA17_RI_10002,NA,NA,0.1146
NLA17_RI_10005,NA,NA,0
NLA17_RI_10006,NA,NA,0.0023
NLA17_RI_10008,NA,NA,0
NLA17_RI_10010,NA,NA,0.246
NLA17_RI_10010,NA,NA,0
NLA17_RI_10011,NA,NA,0.0304
NLA17_RI_10019,NA,NA,0
NLA17_SC_10002,NA,NA,0.0106
NLA17_SC_10002,NA,NA,0.0018
NLA17_SC_10003,NA,NA,0.0007
NLA17_SC_10003,NA,NA,0.0001
NLA17_SC_10004,NA,NA,0.0869
NLA17_SC_10010,NA,NA,0.0002
NLA17_SC_10011,NA,NA,0
NLA17_SC_10012,NA,NA,0.1327
NLA17_SC_10015,NA,NA,0
NLA17_SC_10016,NA,NA,0.0376
NLA17_SC_10023,NA,NA,0.0008
NLA17_SC_10024,NA,NA,0
NLA17_SC_10027,NA,NA,0.005
NLA17_SC_HP002,NA,NA,0
NLA17_SD_10001,NA,NA,0
NLA17_SD_10001,NA,NA,0.0002
NLA17_SD_10002,NA,NA,0
NLA17_SD_10003,NA,NA,0
NLA17_SD_10004,NA,NA,0.0002
NLA17_SD_10005,NA,NA,0
NLA17_SD_10006,NA,NA,0
NLA17_SD_10007,NA,NA,0
NLA17_SD_10008,NA,NA,0
NLA17_SD_10009,NA,NA,0
NLA17_SD_10010,NA,NA,0
NLA17_SD_10010,NA,NA,0
NLA17_SD_10011,NA,NA,0
NLA17_SD_10012,NA,NA,0
NLA17_SD_10013,NA,NA,0.2422
NLA17_SD_10014,NA,NA,0.0006
NLA17_SD_10015,NA,NA,0.0017
NLA17_SD_10016,NA,NA,0
NLA17_SD_10017,NA,NA,0
NLA17_SD_10019,NA,NA,0
NLA17_SD_10020,NA,NA,0
NLA17_SD_10022,NA,NA,0
NLA17_SD_10023,NA,NA,0.0026
NLA17_SD_10025,NA,NA,0.222
NLA17_SD_10033,NA,NA,0
NLA17_SD_10035,NA,NA,0
NLA17_SD_10037,NA,NA,0
NLA17_SD_10039,NA,NA,0
NLA17_SD_10042,NA,NA,0.0553
NLA17_SD_10052,NA,NA,31.3069
NLA17_SD_10053,NA,NA,0
NLA17_SD_10057,NA,NA,0.0254
NLA17_SD_10067,NA,NA,0.0697
NLA17_SD_10073,NA,NA,0
NLA17_SD_10081,NA,NA,0
NLA17_SD_10088,NA,NA,0
NLA17_SD_10090,NA,NA,0
NLA17_SD_10092,NA,NA,0.0023
NLA17_SD_10093,NA,NA,0
NLA17_SD_10097,NA,NA,0
NLA17_SD_10098,NA,NA,0.0216
NLA17_SD_10104,NA,NA,0
NLA17_SD_10105,NA,NA,0
NLA17_SD_10111,NA,NA,0.0676
NLA17_SD_10112,NA,NA,0.037
NLA17_SD_10114,NA,NA,0
NLA17_SD_HP001,NA,NA,0.014
NLA17_TN_10001,NA,NA,0.0707
NLA17_TN_10001,NA,NA,0.0005
NLA17_TN_10002,NA,NA,1.0934
NLA17_TN_10003,NA,NA,0
NLA17_TN_10003,NA,NA,0.0001
NLA17_TN_10004,NA,NA,0.0051
NLA17_TN_10005,NA,NA,1.7724
NLA17_TN_10006,NA,NA,0.1609
NLA17_TN_10015,NA,NA,0
NLA17_TN_10022,NA,NA,0.0018
NLA17_TN_10023,NA,NA,0.0028
NLA17_TX_10001,NA,NA,0.1997
NLA17_TX_10001,NA,NA,0
NLA17_TX_10002,NA,NA,0
NLA17_TX_10003,NA,NA,0.0022
NLA17_TX_10004,NA,NA,0.008
NLA17_TX_10005,NA,NA,0
NLA17_TX_10006,NA,NA,0
NLA17_TX_10007,NA,NA,0.0046
NLA17_TX_10008,NA,NA,0
NLA17_TX_10008,NA,NA,0
NLA17_TX_10009,NA,NA,0
NLA17_TX_10010,NA,NA,0
NLA17_TX_10011,NA,NA,0.0019
NLA17_TX_10013,NA,NA,0.0845
NLA17_TX_10014,NA,NA,0
NLA17_TX_10015,NA,NA,0
NLA17_TX_10016,NA,NA,0
NLA17_TX_10017,NA,NA,0
NLA17_TX_10019,NA,NA,0.0007
NLA17_TX_10020,NA,NA,0
NLA17_TX_10021,NA,NA,0
NLA17_TX_10022,NA,NA,0.0009
NLA17_TX_10025,NA,NA,0.0086
NLA17_TX_10030,NA,NA,0.0006
NLA17_TX_10032,NA,NA,0.1829
NLA17_TX_10040,NA,NA,0.0054
NLA17_TX_10047,NA,NA,0
NLA17_TX_10048,NA,NA,0.0026
NLA17_TX_10049,NA,NA,0.0013
NLA17_TX_10070,NA,NA,0
NLA17_TX_10072,NA,NA,0.0056
NLA17_TX_10085,NA,NA,0.0018
NLA17_TX_10086,NA,NA,0
NLA17_TX_10087,NA,NA,0.0021
NLA17_TX_10088,NA,NA,0.024
NLA17_TX_10089,NA,NA,0.002
NLA17_TX_10092,NA,NA,0.002
NLA17_TX_10096,NA,NA,0
NLA17_TX_10099,NA,NA,0.0009
NLA17_TX_10110,NA,NA,0.0023
NLA17_TX_10112,NA,NA,0.0018
NLA17_TX_10121,NA,NA,0
NLA17_TX_10136,NA,NA,0.0024
NLA17_TX_10144,NA,NA,0.0255
NLA17_TX_HP002,NA,NA,0.0019
NLA17_TX_HP003,NA,NA,0
NLA17_TX_HP004,NA,NA,0
NLA17_TX_HP005,NA,NA,0
NLA17_UT_10001,NA,NA,0.0022
NLA17_UT_10001,NA,NA,0
NLA17_UT_10002,NA,NA,0.0605
NLA17_UT_10003,NA,NA,0.0019
NLA17_UT_10004,NA,NA,0.111
NLA17_UT_10005,NA,NA,0
NLA17_UT_10006,NA,NA,0.0256
NLA17_UT_10006,NA,NA,0.0033
NLA17_UT_10007,NA,NA,0
NLA17_UT_10008,NA,NA,0.0251
NLA17_UT_10009,NA,NA,0
NLA17_UT_10010,NA,NA,0
NLA17_UT_10013,NA,NA,0.179
NLA17_UT_10019,NA,NA,0.0004
NLA17_UT_10022,NA,NA,0
NLA17_UT_10028,NA,NA,0.7121
NLA17_UT_10056,NA,NA,0.0735
NLA17_UT_10058,NA,NA,0
NLA17_UT_10064,NA,NA,0
NLA17_UT_10066,NA,NA,0.0044
NLA17_UT_10082,NA,NA,0
NLA17_UT_10094,NA,NA,0
NLA17_UT_10100,NA,NA,0
NLA17_UT_10120,NA,NA,0
NLA17_UT_10140,NA,NA,0.0017
NLA17_UT_HP002,NA,NA,0.0146
NLA17_VA_10001,NA,NA,0.0383
NLA17_VA_10001,NA,NA,0
NLA17_VA_10002,NA,NA,0.002
NLA17_VA_10003,NA,NA,0.0637
NLA17_VA_10004,NA,NA,0
NLA17_VA_10005,NA,NA,0.0007
NLA17_VA_10006,NA,NA,0
NLA17_VA_10006,NA,NA,0
NLA17_VA_10007,NA,NA,0.0007
NLA17_VA_10008,NA,NA,0.1516
NLA17_VA_10009,NA,NA,0.0006
NLA17_VA_10010,NA,NA,0
NLA17_VA_10012,NA,NA,0
NLA17_VA_10013,NA,NA,0
NLA17_VA_10014,NA,NA,0.0001
NLA17_VA_10015,NA,NA,0
NLA17_VA_10019,NA,NA,0
NLA17_VA_10020,NA,NA,0.0002
NLA17_VA_10034,NA,NA,0.0808
NLA17_VA_10035,NA,NA,0.0689
NLA17_VA_10036,NA,NA,0.0637
NLA17_VA_10037,NA,NA,0
NLA17_VA_10039,NA,NA,1.4731
NLA17_VA_10049,NA,NA,0
NLA17_VA_HP001,NA,NA,0.1547
NLA17_VA_HP003,NA,NA,0.0004
NLA17_VA_HP004,NA,NA,0
NLA17_VA_HP005,NA,NA,0
NLA17_VA_HP006,NA,NA,0.0008
NLA17_VA_HP007,NA,NA,0.0005
NLA17_VA_HP008,NA,NA,0
NLA17_VT_10001,NA,NA,0.0004
NLA17_VT_10001,NA,NA,0
NLA17_VT_10002,NA,NA,0.001
NLA17_VT_10003,NA,NA,0.0201
NLA17_VT_10003,NA,NA,0.0022
NLA17_VT_10004,NA,NA,0
NLA17_VT_10005,NA,NA,0.0003
NLA17_VT_10007,NA,NA,0.0001
NLA17_VT_10009,NA,NA,0.0053
NLA17_VT_10016,NA,NA,0.0255
NLA17_VT_10018,NA,NA,0
NLA17_VT_10019,NA,NA,0
NLA17_WA_10001,NA,NA,0.0005
NLA17_WA_10001,NA,NA,0.0017
NLA17_WA_10002,NA,NA,0
NLA17_WA_10003,NA,NA,0.0001
NLA17_WA_10004,NA,NA,0
NLA17_WA_10005,NA,NA,0
NLA17_WA_10006,NA,NA,0.0004
NLA17_WA_10007,NA,NA,0.9089
NLA17_WA_10007,NA,NA,0.4478
NLA17_WA_10008,NA,NA,0.1415
NLA17_WA_10009,NA,NA,0.0333
NLA17_WA_10010,NA,NA,0.0092
NLA17_WA_10011,NA,NA,0.0001
NLA17_WA_10012,NA,NA,0
NLA17_WA_10013,NA,NA,0
NLA17_WA_10014,NA,NA,0.0009
NLA17_WA_10015,NA,NA,0.0016
NLA17_WA_10017,NA,NA,0.0014
NLA17_WA_10018,NA,NA,0
NLA17_WA_10021,NA,NA,0.0014
NLA17_WA_10022,NA,NA,0
NLA17_WA_10023,NA,NA,0.0009
NLA17_WA_10025,NA,NA,0
NLA17_WA_10026,NA,NA,0
NLA17_WA_10027,NA,NA,0.0037
NLA17_WA_10038,NA,NA,0
NLA17_WA_10048,NA,NA,0.0014
NLA17_WA_10049,NA,NA,0.0082
NLA17_WA_10050,NA,NA,0
NLA17_WA_10052,NA,NA,0
NLA17_WA_10056,NA,NA,0.0017
NLA17_WA_10057,NA,NA,0
NLA17_WA_10060,NA,NA,0.0112
NLA17_WA_10064,NA,NA,0.0019
NLA17_WA_HP001,NA,NA,0
NLA17_WA_HP002,NA,NA,0
NLA17_WA_HP003,NA,NA,0
NLA17_WI_10001,NA,NA,0
NLA17_WI_10001,NA,NA,0
NLA17_WI_10002,NA,NA,0.567
NLA17_WI_10003,NA,NA,0
NLA17_WI_10004,NA,NA,0
NLA17_WI_10005,NA,NA,0
NLA17_WI_10006,NA,NA,0
NLA17_WI_10007,NA,NA,0
NLA17_WI_10008,NA,NA,0
NLA17_WI_10008,NA,NA,0
NLA17_WI_10009,NA,NA,0
NLA17_WI_10010,NA,NA,0
NLA17_WI_10011,NA,NA,0
NLA17_WI_10012,NA,NA,0
NLA17_WI_10013,NA,NA,2.29
NLA17_WI_10014,NA,NA,1.51
NLA17_WI_10016,NA,NA,0
NLA17_WI_10017,NA,NA,0
NLA17_WI_10020,NA,NA,0
NLA17_WI_10021,NA,NA,0
NLA17_WI_10022,NA,NA,0
NLA17_WI_10024,NA,NA,0
NLA17_WI_10025,NA,NA,0
NLA17_WI_10027,NA,NA,0
NLA17_WI_10028,NA,NA,0
NLA17_WI_10066,NA,NA,0.427
NLA17_WI_10069,NA,NA,0
NLA17_WI_10070,NA,NA,0
NLA17_WI_10072,NA,NA,0
NLA17_WI_10073,NA,NA,0
NLA17_WI_10076,NA,NA,0
NLA17_WI_10077,NA,NA,0
NLA17_WI_10078,NA,NA,0
NLA17_WI_10079,NA,NA,0
NLA17_WI_10080,NA,NA,0
NLA17_WI_10085,NA,NA,0.0258
NLA17_WI_10086,NA,NA,1.51
NLA17_WI_10089,NA,NA,0
NLA17_WI_10092,NA,NA,0
NLA17_WI_10102,NA,NA,0
NLA17_WI_10108,NA,NA,0
NLA17_WI_10109,NA,NA,0
NLA17_WI_10110,NA,NA,0
NLA17_WI_10111,NA,NA,0
NLA17_WI_10112,NA,NA,0
NLA17_WI_10118,NA,NA,0.77
NLA17_WI_10124,NA,NA,0
NLA17_WI_10125,NA,NA,0
NLA17_WI_10126,NA,NA,0
NLA17_WI_10127,NA,NA,0
NLA17_WI_10129,NA,NA,0
NLA17_WI_10130,NA,NA,0
NLA17_WI_10133,NA,NA,0
NLA17_WI_10134,NA,NA,0
NLA17_WI_HP001,NA,NA,0
NLA17_WI_HP003,NA,NA,0
NLA17_WI_HP004,NA,NA,0
NLA17_WV_10001,NA,NA,0.0001
NLA17_WV_10001,NA,NA,0.0019
NLA17_WV_10002,NA,NA,0.0773
NLA17_WV_10003,NA,NA,0.0011
NLA17_WV_10003,NA,NA,0
NLA17_WV_10004,NA,NA,0
NLA17_WV_10014,NA,NA,0
NLA17_WV_10015,NA,NA,0
NLA17_WV_10017,NA,NA,0
NLA17_WV_10019,NA,NA,0
NLA17_WY_10001,NA,NA,0.0026
NLA17_WY_10001,NA,NA,0.0016
NLA17_WY_10002,NA,NA,0
NLA17_WY_10004,NA,NA,0.0045
NLA17_WY_10004,NA,NA,0.0031
NLA17_WY_10005,NA,NA,0.0092
NLA17_WY_10006,NA,NA,0
NLA17_WY_10007,NA,NA,0.0037
NLA17_WY_10008,NA,NA,0.0126
NLA17_WY_10009,NA,NA,0.0037
NLA17_WY_10012,NA,NA,0
NLA17_WY_10013,NA,NA,0.0016
NLA17_WY_10017,NA,NA,0
NLA17_WY_10018,NA,NA,0.0048
NLA17_WY_10019,NA,NA,0.0014
NLA17_WY_10020,NA,NA,0.01
NLA17_WY_10021,NA,NA,0
NLA17_WY_10031,NA,NA,0.07
NLA17_WY_10032,NA,NA,0.1463
NLA17_WY_10038,NA,NA,0
NLA17_WY_10039,NA,NA,0.5103
NLA17_WY_10050,NA,NA,0.0014
NLA17_WY_HP001,NA,NA,0
NLA17_ND_10110,NA,NA,NA
NLA17_ND_10112,NA,NA,NA
NLA17_ND_10126,NA,NA,NA
NLA17_ND_10127,NA,NA,NA
NLA17_ND_10128,NA,NA,NA
NLA17_ND_10137,NA,NA,NA
NLA17_ND_10139,NA,NA,NA
NLA17_ND_10144,NA,NA,NA
NLA17_ND_10147,NA,NA,NA
NLA17_OR_10108,NA,NA,NA
NLA17_OR_10109,NA,NA,NA
NLA17_OR_10111,NA,NA,NA
NLA17_OR_10118,NA,NA,NA
NLA17_OR_10123,NA,NA,NA
NLA17_OR_10125,NA,NA,NA
NLA17_OR_10127,NA,NA,NA
NLA17_OR_10128,NA,NA,NA
NLA17_OR_10128,NA,NA,NA
NLA17_OR_10132,NA,NA,NA
NLA17_OR_10134,NA,NA,NA
NLA17_OR_10143,NA,NA,NA
NLA17_OR_10150,NA,NA,NA
NLA17_OR_10151,NA,NA,NA
NLA17_OR_10153,NA,NA,NA
NLA17_OR_10154,NA,NA,NA
NLA17_OR_10166,NA,NA,NA
NLA17_OR_10167,NA,NA,NA
NLA17_OR_10168,NA,NA,NA
NLA17_OR_10173,NA,NA,NA
NLA17_OR_10180,NA,NA,NA
NLA17_OR_HP10200,NA,NA,NA
NLA17_OR_HP10201,NA,NA,NA
NLA17_AL_10001,NA,49.4625,NA
NLA17_AL_10001,NA,44.2825,NA
NLA17_AL_10002,NA,54.03875,NA
NLA17_AL_10003,NA,100.4125,NA
NLA17_AL_10004,NA,65.2,NA
NLA17_AL_10004,NA,55.44625,NA
NLA17_AL_10005,NA,44.61625,NA
NLA17_AL_10008,NA,52.0075,NA
NLA17_AL_10018,NA,14.78625,NA
NLA17_AL_10020,NA,17.145,NA
NLA17_AL_HP001,NA,24.72715,NA
NLA17_AR_10001,NA,40.31875,NA
NLA17_AR_10001,NA,95.12625,NA
NLA17_AR_10002,NA,13.915,NA
NLA17_AR_10003,NA,31.11,NA
NLA17_AR_10003,NA,28.45715,NA
NLA17_AR_10004,NA,49.02875,NA
NLA17_AR_10014,NA,142.1475,NA
NLA17_AR_10016,NA,224.39375,NA
NLA17_AR_10021,NA,246.03125,NA
NLA17_AR_10022,NA,118.70125,NA
NLA17_AR_HP001,NA,21.03125,NA
NLA17_AZ_10001,NA,21.8125,NA
NLA17_AZ_10001,NA,49.11,NA
NLA17_AZ_10002,NA,396.5525,NA
NLA17_AZ_10003,NA,7.1725,NA
NLA17_AZ_10004,NA,192.115,NA
NLA17_AZ_10005,NA,161.06,NA
NLA17_AZ_10006,NA,467.9925,NA
NLA17_AZ_10006,NA,422.5325,NA
NLA17_AZ_10007,NA,518.85125,NA
NLA17_AZ_10012,NA,13.605,NA
NLA17_AZ_10021,NA,12.9125,NA
NLA17_AZ_10035,NA,39.90375,NA
NLA17_AZ_10041,NA,39.3925,NA
NLA17_AZ_10090,NA,13.795,NA
NLA17_AZ_10100,NA,9.41,NA
NLA17_CA_10001,NA,49.845,NA
NLA17_CA_10001,NA,34.95875,NA
NLA17_CA_10002,NA,16.27375,NA
NLA17_CA_10003,NA,886.198,NA
NLA17_CA_10004,NA,5.55715,NA
NLA17_CA_10005,NA,302.344,NA
NLA17_CA_10005,NA,62.87875,NA
NLA17_CA_10006,NA,20.1425,NA
NLA17_CA_10007,NA,26.29875,NA
NLA17_CA_10008,NA,10.5175,NA
NLA17_CA_10009,NA,11.8775,NA
NLA17_CA_10010,NA,12.83375,NA
NLA17_CA_10011,NA,28.83375,NA
NLA17_CA_10012,NA,11.555,NA
NLA17_CA_10020,NA,48.8175,NA
NLA17_CA_10021,NA,11238.8,NA
NLA17_CA_10033,NA,5.15625,NA
NLA17_CA_10035,NA,15.9725,NA
NLA17_CA_10052,NA,34.905,NA
NLA17_CA_10054,NA,25.6775,NA
NLA17_CA_10055,NA,648.653,NA
NLA17_CA_10062,NA,57.68875,NA
NLA17_CA_10064,NA,362.0075,NA
NLA17_CA_10068,NA,6.5075,NA
NLA17_CA_10069,NA,48.245,NA
NLA17_CA_10081,NA,8.25125,NA
NLA17_CA_10082,NA,35.15625,NA
NLA17_CA_10089,NA,190.6225,NA
NLA17_CA_HP001,NA,5.06,NA
NLA17_CA_HP002,NA,33.04125,NA
NLA17_CO_10002,NA,19.81875,NA
NLA17_CO_10003,NA,7.81,NA
NLA17_CO_10004,NA,377.02,NA
NLA17_CO_10005,NA,14.26875,NA
NLA17_CO_10006,NA,24.4375,NA
NLA17_CO_10007,NA,14.06375,NA
NLA17_CO_10008,NA,31.5025,NA
NLA17_CO_10009,NA,24.92625,NA
NLA17_CO_10009,NA,36.02375,NA
NLA17_CO_10010,NA,7.4825,NA
NLA17_CO_10011,NA,6.07375,NA
NLA17_CO_10019,NA,10.7075,NA
NLA17_CO_10020,NA,30.96625,NA
NLA17_CO_10022,NA,9.825,NA
NLA17_CO_10024,NA,24.87625,NA
NLA17_CO_10024,NA,15.60375,NA
NLA17_CO_10037,NA,406.815,NA
NLA17_CO_10038,NA,5.363,NA
NLA17_CO_10043,NA,7.43625,NA
NLA17_CO_10050,NA,22.1475,NA
NLA17_CO_10051,NA,8.9075,NA
NLA17_CO_10053,NA,38.655,NA
NLA17_CO_10055,NA,32.34125,NA
NLA17_CO_10057,NA,47.865,NA
NLA17_CO_10058,NA,25.71,NA
NLA17_CO_HP002,NA,36.09625,NA
NLA17_CO_HP003,NA,12.03215,NA
NLA17_CT_10001,NA,17.0125,NA
NLA17_CT_10001,NA,25.46875,NA
NLA17_CT_10002,NA,7.96375,NA
NLA17_CT_10003,NA,4.07125,NA
NLA17_CT_10004,NA,10.87125,NA
NLA17_CT_10005,NA,15.0475,NA
NLA17_CT_10005,NA,18.0025,NA
NLA17_CT_10006,NA,4.75125,NA
NLA17_CT_10010,NA,22.26875,NA
NLA17_CT_10019,NA,71.4509,NA
NLA17_CT_10021,NA,13.96625,NA
NLA17_CT_10023,NA,10.55625,NA
NLA17_CT_HP001,NA,11.54375,NA
NLA17_DE_10001,NA,97.533,NA
NLA17_DE_10001,NA,112.125,NA
NLA17_DE_10002,NA,72.99,NA
NLA17_DE_10003,NA,144.93625,NA
NLA17_DE_10004,NA,100.22875,NA
NLA17_DE_10004,NA,116.28125,NA
NLA17_DE_10005,NA,20.89,NA
NLA17_DE_10006,NA,113.645,NA
NLA17_DE_10011,NA,75.19715,NA
NLA17_FL_10001,NA,103.0575,NA
NLA17_FL_10001,NA,210.53125,NA
NLA17_FL_10002,NA,42.9725,NA
NLA17_FL_10003,NA,13.04625,NA
NLA17_FL_10004,NA,50.71625,NA
NLA17_FL_10005,NA,32.67125,NA
NLA17_FL_10006,NA,85.9325,NA
NLA17_FL_10007,NA,14.6425,NA
NLA17_FL_10007,NA,17.36375,NA
NLA17_FL_10008,NA,168.545,NA
NLA17_FL_10011,NA,8.32375,NA
NLA17_FL_10015,NA,74.92625,NA
NLA17_FL_10020,NA,1.66125,NA
NLA17_FL_10029,NA,7.37875,NA
NLA17_FL_10030,NA,5.05375,NA
NLA17_FL_10034,NA,50.67875,NA
NLA17_FL_10035,NA,279.83,NA
NLA17_FL_10038,NA,57.40375,NA
NLA17_FL_10042,NA,98.4034,NA
NLA17_FL_HP002,NA,20.7775,NA
NLA17_GA_10001,NA,150.67625,NA
NLA17_GA_10001,NA,216.20625,NA
NLA17_GA_10002,NA,182.45,NA
NLA17_GA_10003,NA,35.0809,NA
NLA17_GA_10004,NA,10.0975,NA
NLA17_GA_10005,NA,67.1075,NA
NLA17_GA_10005,NA,48.2,NA
NLA17_GA_10008,NA,7.325,NA
NLA17_GA_10020,NA,22.295,NA
NLA17_GA_10022,NA,59.52,NA
NLA17_GA_10023,NA,35.86125,NA
NLA17_GA_10026,NA,81.7425,NA
NLA17_GA_10039,NA,23.56,NA
NLA17_GA_HP001,NA,27.38625,NA
NLA17_GA_HP002,NA,19.165,NA
NLA17_IA_10001,NA,79.3275,NA
NLA17_IA_10001,NA,142.67125,NA
NLA17_IA_10002,NA,75.52,NA
NLA17_IA_10003,NA,32.85375,NA
NLA17_IA_10004,NA,178.1825,NA
NLA17_IA_10005,NA,35.17125,NA
NLA17_IA_10005,NA,58.1375,NA
NLA17_IA_10006,NA,69.7925,NA
NLA17_IA_10007,NA,53.68,NA
NLA17_IA_10028,NA,254.815,NA
NLA17_IA_10029,NA,228.46875,NA
NLA17_IA_10030,NA,421.485,NA
NLA17_IA_10031,NA,67.1725,NA
NLA17_IA_10034,NA,78.3775,NA
NLA17_IA_10038,NA,181.39375,NA
NLA17_IA_10039,NA,460.86965,NA
NLA17_IA_10041,NA,94.21125,NA
NLA17_IA_HP001,NA,15.91,NA
NLA17_IA_HP002,NA,11.1925,NA
NLA17_ID_10001,NA,45.4875,NA
NLA17_ID_10001,NA,24.8775,NA
NLA17_ID_10002,NA,1.91625,NA
NLA17_ID_10003,NA,12.01125,NA
NLA17_ID_10004,NA,27.06,NA
NLA17_ID_10005,NA,68.87875,NA
NLA17_ID_10006,NA,43.23875,NA
NLA17_ID_10006,NA,36.84375,NA
NLA17_ID_10007,NA,52.46,NA
NLA17_ID_10010,NA,19.6575,NA
NLA17_ID_10011,NA,34.2625,NA
NLA17_ID_10012,NA,9.9325,NA
NLA17_ID_10017,NA,15.98875,NA
NLA17_ID_10030,NA,10.17875,NA
NLA17_ID_10032,NA,84.845,NA
NLA17_ID_10054,NA,30.8575,NA
NLA17_ID_10059,NA,41.60375,NA
NLA17_ID_10062,NA,18.18375,NA
NLA17_ID_10071,NA,14.6075,NA
NLA17_ID_10075,NA,147.26875,NA
NLA17_ID_10084,NA,71.9625,NA
NLA17_ID_10086,NA,22.51125,NA
NLA17_ID_10088,NA,21.1825,NA
NLA17_ID_10147,NA,35.80875,NA
NLA17_ID_10168,NA,48.02375,NA
NLA17_ID_10172,NA,6.58375,NA
NLA17_ID_10173,NA,43.86625,NA
NLA17_ID_10175,NA,547.58,NA
NLA17_ID_HP001,NA,17.69,NA
NLA17_ID_HP002,NA,4.4775,NA
NLA17_IL_10001,NA,22.195,NA
NLA17_IL_10002,NA,58.55125,NA
NLA17_IL_10003,NA,141.0875,NA
NLA17_IL_10003,NA,78.995,NA
NLA17_IL_10004,NA,14.6175,NA
NLA17_IL_10004,NA,8.53,NA
NLA17_IL_10005,NA,44.4725,NA
NLA17_IL_10006,NA,14.08,NA
NLA17_IL_10007,NA,26.02625,NA
NLA17_IL_10009,NA,59.466,NA
NLA17_IL_10010,NA,31.365,NA
NLA17_IL_10011,NA,74.4625,NA
NLA17_IL_10012,NA,37.7575,NA
NLA17_IL_10013,NA,50.1725,NA
NLA17_IL_10021,NA,22.43625,NA
NLA17_IL_HP001,NA,22.345,NA
NLA17_IN_10002,NA,11.9225,NA
NLA17_IN_10003,NA,21.92875,NA
NLA17_IN_10004,NA,5.07625,NA
NLA17_IN_10005,NA,74.015,NA
NLA17_IN_10006,NA,18.48625,NA
NLA17_IN_10008,NA,56.1925,NA
NLA17_IN_10009,NA,23.41875,NA
NLA17_IN_10010,NA,46.35875,NA
NLA17_IN_10010,NA,32.09,NA
NLA17_IN_10011,NA,19.31625,NA
NLA17_IN_10012,NA,52.13,NA
NLA17_IN_10013,NA,954.315,NA
NLA17_IN_10026,NA,167.74,NA
NLA17_IN_10028,NA,23.19625,NA
NLA17_IN_10028,NA,19.3875,NA
NLA17_IN_10029,NA,40.77125,NA
NLA17_IN_10031,NA,67.7125,NA
NLA17_IN_10032,NA,62.49625,NA
NLA17_IN_10037,NA,8.8725,NA
NLA17_IN_10039,NA,30.0975,NA
NLA17_IN_10047,NA,5.66,NA
NLA17_IN_10051,NA,119.33625,NA
NLA17_IN_10053,NA,62.285,NA
NLA17_IN_10055,NA,11.125,NA
NLA17_IN_10067,NA,17.93625,NA
NLA17_IN_10068,NA,54.56375,NA
NLA17_IN_10070,NA,11.379,NA
NLA17_IN_10072,NA,18.6625,NA
NLA17_IN_10076,NA,310.3075,NA
NLA17_IN_10077,NA,118.9575,NA
NLA17_IN_10082,NA,13.6825,NA
NLA17_IN_10085,NA,52.91375,NA
NLA17_IN_10089,NA,21.3375,NA
NLA17_IN_10094,NA,18.47875,NA
NLA17_IN_10096,NA,36.04875,NA
NLA17_IN_10099,NA,297.13375,NA
NLA17_IN_10100,NA,94.00375,NA
NLA17_IN_10102,NA,133.13375,NA
NLA17_IN_10105,NA,70.2225,NA
