PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STUDY,STATE,LAB,SAMPLE_TYPE,MATRIX,BATCH_ID,ANALYTE,SAM_CODE,RESULT,RESULT_UNITS,MDL,RL,NARS_FLAG,DATE_RECEIVED,DATE_ANALYZED,HOLDING_TIME,LAB_SAMPLE_ID,LAB_COMMENT
4/9/2021,2011323,NLA17_IN-10161,14-Aug-17,1,NLA,IN,WRS,CHEM,WATER,170817.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,16-Aug-17,17-Aug-17,3,,
4/9/2021,2011329,NLA17_IN-10171,15-Aug-17,1,NLA,IN,WRS,CHEM,WATER,170817.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,16-Aug-17,17-Aug-17,2,,
4/9/2021,2010949,NLA17_IN-10173,19-Sep-17,1,NLA,IN,WRS,CHEM,WATER,170922.1,NITRATE_N,REGULAR,0.0021,MG N/L,4.00E-04,0.0025,L,21-Sep-17,22-Sep-17,3,,
4/9/2021,2010948,NLA17_IN-10175,21-Sep-17,1,NLA,IN,WRS,CHEM,WATER,170925.1,NITRATE_N,REGULAR,0.2236,MG N/L,4.00E-04,0.0025,,23-Sep-17,25-Sep-17,4,,
4/9/2021,2010201,NLA17_KS-10001,07-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170613.1,NITRATE_N,REGULAR,1.3966,MG N/L,4.00E-04,0.0025,,08-Jun-17,13-Jun-17,6,,
4/9/2021,2010307,NLA17_KS-10001,21-Jun-17,2,NLA,KS,WRS,CHEM,WATER,170623.1,NITRATE_N,REGULAR,1.0946,MG N/L,4.00E-04,0.0025,,22-Jun-17,23-Jun-17,2,,
4/9/2021,2010274,NLA17_KS-10002,19-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170621.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,20-Jun-17,21-Jun-17,2,,
4/9/2021,2010229,NLA17_KS-10003,12-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170615.1,NITRATE_N,REGULAR,0.0021,MG N/L,4.00E-04,0.0025,L,13-Jun-17,15-Jun-17,3,,
4/9/2021,2010245,NLA17_KS-10004,14-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170619.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,15-Jun-17,19-Jun-17,5,,
4/9/2021,2010190,NLA17_KS-10005,06-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170608.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,07-Jun-17,08-Jun-17,2,,
4/9/2021,2010331,NLA17_KS-10005,22-Jun-17,2,NLA,KS,WRS,CHEM,WATER,170626.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,23-Jun-17,26-Jun-17,4,,
4/9/2021,2010222,NLA17_KS-10006,11-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170615.1,NITRATE_N,REGULAR,0.1394,MG N/L,4.00E-04,0.0025,,13-Jun-17,15-Jun-17,4,,
4/9/2021,2010985,NLA17_KS-10007,05-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170608.1,NITRATE_N,REGULAR,0.0016,MG N/L,4.00E-04,0.0025,L,06-Jun-17,08-Jun-17,3,,
4/9/2021,2010254,NLA17_KS-10010,15-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170621.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,S,20-Jun-17,21-Jun-17,6,,
4/9/2021,2010233,NLA17_KS-10011,13-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170615.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,14-Jun-17,15-Jun-17,2,,
4/9/2021,2010292,NLA17_KS-10025,20-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170623.1,NITRATE_N,REGULAR,0.3052,MG N/L,4.00E-04,0.0025,,21-Jun-17,23-Jun-17,3,,
4/9/2021,2010203,NLA17_KS-10028,08-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170613.1,NITRATE_N,REGULAR,3.302,MG N/L,4.00E-04,0.0025,,09-Jun-17,13-Jun-17,5,,
4/9/2021,2010275,NLA17_KS-10033,18-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170621.1,NITRATE_N,REGULAR,0.205,MG N/L,4.00E-04,0.0025,,20-Jun-17,21-Jun-17,3,,
4/9/2021,2010217,NLA17_KS-10034,09-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170613.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,10-Jun-17,13-Jun-17,4,,
4/9/2021,2010266,NLA17_KS-10035,16-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170619.1,NITRATE_N,REGULAR,5.00E-04,MG N/L,4.00E-04,0.0025,L,17-Jun-17,19-Jun-17,3,,
4/9/2021,2010340,NLA17_KS-10041,23-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170626.1,NITRATE_N,REGULAR,1.00E-04,MG N/L,4.00E-04,0.0025,,24-Jun-17,26-Jun-17,3,,
4/9/2021,2010379,NLA17_KS-HP001,29-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170703.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,30-Jun-17,03-Jul-17,4,,
4/9/2021,2010388,NLA17_KS-HP002,29-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170703.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,30-Jun-17,03-Jul-17,4,,
4/9/2021,2010395,NLA17_KS-HP003,30-Jun-17,1,NLA,KS,WRS,CHEM,WATER,170703.1,NITRATE_N,REGULAR,0.0074,MG N/L,4.00E-04,0.0025,,01-Jul-17,03-Jul-17,3,,
4/9/2021,2010187,NLA17_KY-10001,06-Jun-17,1,NLA,KY,WRS,CHEM,WATER,170608.1,NITRATE_N,REGULAR,8.00E-04,MG N/L,4.00E-04,0.0025,L,07-Jun-17,08-Jun-17,2,,
4/9/2021,2010895,NLA17_KY-10001,12-Sep-17,2,NLA,KY,WRS,CHEM,WATER,170915.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,13-Sep-17,15-Sep-17,3,,
4/9/2021,2010570,NLA17_KY-10002,25-Jul-17,1,NLA,KY,WRS,CHEM,WATER,170728.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,26-Jul-17,28-Jul-17,3,,
4/9/2021,2011028,NLA17_KY-10003,15-Jun-17,1,NLA,KY,WRS,CHEM,WATER,170619.1,NITRATE_N,REGULAR,0.0058,MG N/L,4.00E-04,0.0025,,17-Jun-17,19-Jun-17,4,,"cooler ice melted, 4.8C, 25 ml air in cubitainer"
4/9/2021,2011496,NLA17_KY-10003,21-Sep-17,2,NLA,KY,WRS,CHEM,WATER,170925.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,23-Sep-17,25-Sep-17,4,,
4/9/2021,2010244,NLA17_KY-10004,14-Jun-17,1,NLA,KY,WRS,CHEM,WATER,170619.1,NITRATE_N,REGULAR,6.00E-04,MG N/L,4.00E-04,0.0025,L,15-Jun-17,19-Jun-17,5,,
4/9/2021,2010193,NLA17_KY-10006,07-Jun-17,1,NLA,KY,WRS,CHEM,WATER,170612.1,NITRATE_N,REGULAR,0.0022,MG N/L,4.00E-04,0.0025,L,08-Jun-17,12-Jun-17,5,,"ice in cooler melted, 12C"
4/9/2021,2010236,NLA17_KY-10017,13-Jun-17,1,NLA,KY,WRS,CHEM,WATER,170619.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,15-Jun-17,19-Jun-17,6,,
4/9/2021,2010230,NLA17_KY-10023,12-Jun-17,1,NLA,KY,WRS,CHEM,WATER,170615.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,14-Jun-17,15-Jun-17,3,,
4/9/2021,2010282,NLA17_KY-10024,20-Jun-17,1,NLA,KY,WRS,CHEM,WATER,170623.1,NITRATE_N,REGULAR,0.003,MG N/L,4.00E-04,0.0025,,21-Jun-17,23-Jun-17,3,,
4/9/2021,2010309,NLA17_KY-10027,21-Jun-17,1,NLA,KY,WRS,CHEM,WATER,170623.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,22-Jun-17,23-Jun-17,2,,
4/9/2021,2010505,NLA17_LA-10001,18-Jul-17,1,NLA,LA,WRS,CHEM,WATER,170721.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,19-Jul-17,21-Jul-17,3,,
4/9/2021,2010946,NLA17_LA-10001,21-Sep-17,2,NLA,LA,WRS,CHEM,WATER,170925.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,22-Sep-17,25-Sep-17,4,,
4/9/2021,2010373,NLA17_LA-10002,28-Jun-17,1,NLA,LA,WRS,CHEM,WATER,170703.1,NITRATE_N,REGULAR,5.00E-04,MG N/L,4.00E-04,0.0025,L,29-Jun-17,03-Jul-17,5,,
4/9/2021,2010924,NLA17_LA-10004,14-Sep-17,2,NLA,LA,WRS,CHEM,WATER,170919.1,NITRATE_N,REGULAR,0.0884,MG N/L,4.00E-04,0.0025,,16-Sep-17,19-Sep-17,5,,
4/9/2021,2011057,NLA17_LA-10004,27-Jun-17,1,NLA,LA,WRS,CHEM,WATER,170629.1,NITRATE_N,REGULAR,0.2384,MG N/L,4.00E-04,0.0025,,28-Jun-17,29-Jun-17,2,,
4/9/2021,2010451,NLA17_LA-10006,12-Jul-17,1,NLA,LA,WRS,CHEM,WATER,170714.1,NITRATE_N,REGULAR,0.0298,MG N/L,4.00E-04,0.0025,,13-Jul-17,14-Jul-17,2,,
4/9/2021,2011001,NLA17_LA-10007,08-Jun-17,1,NLA,LA,WRS,CHEM,WATER,170613.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,09-Jun-17,13-Jun-17,5,,
4/9/2021,2010928,NLA17_LA-10015,19-Sep-17,1,NLA,LA,WRS,CHEM,WATER,170922.1,NITRATE_N,REGULAR,0.0022,MG N/L,4.00E-04,0.0025,L,20-Sep-17,22-Sep-17,3,,
4/9/2021,2010598,NLA17_LA-10018,26-Jul-17,1,NLA,LA,WRS,CHEM,WATER,170801.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,28-Jul-17,01-Aug-17,6,,"Cooler ice melted, 12.4C"
4/9/2021,2011081,NLA17_LA-10024,06-Jul-17,1,NLA,LA,WRS,CHEM,WATER,170710.1,NITRATE_N,REGULAR,0.0011,MG N/L,4.00E-04,0.0025,L,07-Jul-17,10-Jul-17,4,,
4/9/2021,2010521,NLA17_LA-10046,19-Jul-17,1,NLA,LA,WRS,CHEM,WATER,170721.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,20-Jul-17,21-Jul-17,2,,
4/9/2021,2010669,NLA17_LA-10075,03-Aug-17,1,NLA,LA,WRS,CHEM,WATER,170808.1,NITRATE_N,REGULAR,4.00E-04,MG N/L,4.00E-04,0.0025,,04-Aug-17,08-Aug-17,5,,
4/9/2021,2010896,NLA17_LA-10108,12-Sep-17,1,NLA,LA,WRS,CHEM,WATER,170915.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,13-Sep-17,15-Sep-17,3,,
4/9/2021,2010762,NLA17_LA-10155,16-Aug-17,1,NLA,LA,WRS,CHEM,WATER,170822.1,NITRATE_N,REGULAR,0.0022,MG N/L,4.00E-04,0.0025,L,17-Aug-17,22-Aug-17,6,,
4/9/2021,2010939,NLA17_LA-10231,20-Sep-17,1,NLA,LA,WRS,CHEM,WATER,170922.1,NITRATE_N,REGULAR,0.0018,MG N/L,4.00E-04,0.0025,L,21-Sep-17,22-Sep-17,2,,
4/9/2021,2010750,NLA17_LA-10303,15-Aug-17,1,NLA,LA,WRS,CHEM,WATER,170817.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,16-Aug-17,17-Aug-17,2,,
4/9/2021,2010564,NLA17_MA-10001,24-Jul-17,1,NLA,MA,WRS,CHEM,WATER,170728.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,25-Jul-17,28-Jul-17,4,,
4/9/2021,2010747,NLA17_MA-10001,15-Aug-17,2,NLA,MA,WRS,CHEM,WATER,170817.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,16-Aug-17,17-Aug-17,2,,Ice in cubitainer
4/9/2021,2010585,NLA17_MA-10002,25-Jul-17,1,NLA,MA,WRS,CHEM,WATER,170728.1,NITRATE_N,REGULAR,0.0175,MG N/L,4.00E-04,0.0025,,26-Jul-17,28-Jul-17,3,,
4/9/2021,2010661,NLA17_MA-10003,02-Aug-17,1,NLA,MA,WRS,CHEM,WATER,170804.1,NITRATE_N,REGULAR,1.00E-04,MG N/L,4.00E-04,0.0025,,03-Aug-17,04-Aug-17,2,,Ice in cubitainer
4/9/2021,2010625,NLA17_MA-10004,28-Jul-17,1,NLA,MA,WRS,CHEM,WATER,170801.1,NITRATE_N,REGULAR,2.00E-04,MG N/L,4.00E-04,0.0025,,29-Jul-17,01-Aug-17,4,,
4/9/2021,2010731,NLA17_MA-10004,14-Aug-17,2,NLA,MA,WRS,CHEM,WATER,170817.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,15-Aug-17,17-Aug-17,3,,
4/9/2021,2010644,NLA17_MA-10005,01-Aug-17,1,NLA,MA,WRS,CHEM,WATER,170804.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,02-Aug-17,04-Aug-17,3,,
4/9/2021,2010590,NLA17_MA-10007,26-Jul-17,1,NLA,MA,WRS,CHEM,WATER,170801.1,NITRATE_N,REGULAR,0.0276,MG N/L,4.00E-04,0.0025,,28-Jul-17,01-Aug-17,6,,
4/9/2021,2010606,NLA17_MA-10017,27-Jul-17,1,NLA,MA,WRS,CHEM,WATER,170801.1,NITRATE_N,REGULAR,1.00E-04,MG N/L,4.00E-04,0.0025,,29-Jul-17,01-Aug-17,5,,
4/9/2021,2010638,NLA17_MA-10018,31-Jul-17,1,NLA,MA,WRS,CHEM,WATER,170804.1,NITRATE_N,REGULAR,3.00E-04,MG N/L,4.00E-04,0.0025,,01-Aug-17,04-Aug-17,4,,
4/9/2021,2010746,NLA17_MA-10019,15-Aug-17,1,NLA,MA,WRS,CHEM,WATER,170817.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,16-Aug-17,17-Aug-17,2,,
4/9/2021,2010626,NLA17_MA-10022,30-Jul-17,1,NLA,MA,WRS,CHEM,WATER,170804.1,NITRATE_N,REGULAR,1.00E-04,MG N/L,4.00E-04,0.0025,,01-Aug-17,04-Aug-17,5,,
4/9/2021,2010389,NLA17_MA-HP001,27-Jun-17,1,NLA,MA,WRS,CHEM,WATER,170703.1,NITRATE_N,REGULAR,4.00E-04,MG N/L,4.00E-04,0.0025,,29-Jun-17,03-Jul-17,6,,
4/9/2021,2011232,NLA17_MD-10001,26-Jul-17,1,NLA,MD,WRS,CHEM,WATER,170801.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,28-Jul-17,01-Aug-17,6,,
4/9/2021,2011395,NLA17_MD-10001,29-Aug-17,2,NLA,MD,WRS,CHEM,WATER,170901.1,NITRATE_N,REGULAR,0.0021,MG N/L,4.00E-04,0.0025,L,30-Aug-17,01-Sep-17,3,,
4/9/2021,2011390,NLA17_MD-10002,28-Aug-17,1,NLA,MD,WRS,CHEM,WATER,170901.1,NITRATE_N,REGULAR,0.2894,MG N/L,4.00E-04,0.0025,,29-Aug-17,01-Sep-17,4,,
4/9/2021,2010246,NLA17_MD-10003,12-Jun-17,1,NLA,MD,WRS,CHEM,WATER,170615.1,NITRATE_N,REGULAR,1.0302,MG N/L,4.00E-04,0.0025,,14-Jun-17,15-Jun-17,3,,"10.6C, ice melted in cooler"
4/9/2021,2011361,NLA17_MD-10003,23-Aug-17,2,NLA,MD,WRS,CHEM,WATER,170825.1,NITRATE_N,REGULAR,0.4369,MG N/L,4.00E-04,0.0025,,24-Aug-17,25-Aug-17,2,,
4/9/2021,2011498,NLA17_MD-10004,25-Sep-17,1,NLA,MD,WRS,CHEM,WATER,171002.1,NITRATE_N,REGULAR,0.1642,MG N/L,4.00E-04,0.0025,,26-Sep-17,02-Oct-17,7,,
4/9/2021,2011221,NLA17_MD-10015,27-Jul-17,1,NLA,MD,WRS,CHEM,WATER,170801.1,NITRATE_N,REGULAR,6.00E-04,MG N/L,4.00E-04,0.0025,L,28-Jul-17,01-Aug-17,5,,
4/9/2021,2010641,NLA17_MD-10026,01-Aug-17,1,NLA,MD,WRS,CHEM,WATER,170804.1,NITRATE_N,REGULAR,0.38,MG N/L,4.00E-04,0.0025,,02-Aug-17,04-Aug-17,3,,
4/9/2021,2011376,NLA17_MD-10034,24-Aug-17,1,NLA,MD,WRS,CHEM,WATER,170829.1,NITRATE_N,REGULAR,0.0646,MG N/L,4.00E-04,0.0025,,25-Aug-17,29-Aug-17,5,,
4/9/2021,2011237,NLA17_MD-10038,31-Jul-17,1,NLA,MD,WRS,CHEM,WATER,170804.1,NITRATE_N,REGULAR,8.00E-04,MG N/L,4.00E-04,0.0025,L,02-Aug-17,04-Aug-17,4,,"Cooler ice melted, 10.9C, label ink smeared"
4/9/2021,2010460,NLA17_ME-10001,12-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170714.1,NITRATE_N,REGULAR,3.00E-04,MG N/L,4.00E-04,0.0025,,13-Jul-17,14-Jul-17,2,,Refiltered (3/12/18) sample run 3/13/18:  0.001
4/9/2021,2011282,NLA17_ME-10001,08-Aug-17,2,NLA,ME,WRS,CHEM,WATER,170811.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,10-Aug-17,11-Aug-17,3,,
4/9/2021,2011289,NLA17_ME-10002,07-Aug-17,1,NLA,ME,WRS,CHEM,WATER,170811.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,S,10-Aug-17,11-Aug-17,4,,
4/9/2021,2011400,NLA17_ME-10003,28-Aug-17,1,NLA,ME,WRS,CHEM,WATER,170901.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,S,31-Aug-17,01-Sep-17,4,,
4/9/2021,2010734,NLA17_ME-10004,14-Aug-17,1,NLA,ME,WRS,CHEM,WATER,170817.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,16-Aug-17,17-Aug-17,3,,
4/9/2021,2010404,NLA17_ME-10006,05-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170710.1,NITRATE_N,REGULAR,9.00E-04,MG N/L,4.00E-04,0.0025,L,06-Jul-17,10-Jul-17,5,,
4/9/2021,2011136,NLA17_ME-10007,18-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170721.1,NITRATE_N,REGULAR,6.00E-04,MG N/L,4.00E-04,0.0025,L,20-Jul-17,21-Jul-17,3,,IBD rerun 3/13/18:  0.001
4/9/2021,2011386,NLA17_ME-10007,24-Aug-17,2,NLA,ME,WRS,CHEM,WATER,170829.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,26-Aug-17,29-Aug-17,5,,
4/9/2021,2011088,NLA17_ME-10009,10-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170714.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,11-Jul-17,14-Jul-17,4,,
4/9/2021,2011156,NLA17_ME-10010,20-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170725.1,NITRATE_N,REGULAR,4.00E-04,MG N/L,4.00E-04,0.0025,,21-Jul-17,25-Jul-17,5,,
4/9/2021,2011259,NLA17_ME-10011,03-Aug-17,1,NLA,ME,WRS,CHEM,WATER,170808.1,NITRATE_N,REGULAR,8.00E-04,MG N/L,4.00E-04,0.0025,L,04-Aug-17,08-Aug-17,5,,
4/9/2021,2011331,NLA17_ME-10014,16-Aug-17,1,NLA,ME,WRS,CHEM,WATER,170822.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,17-Aug-17,22-Aug-17,6,,
4/9/2021,2011243,NLA17_ME-10016,31-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170804.1,NITRATE_N,REGULAR,3.00E-04,MG N/L,4.00E-04,0.0025,,02-Aug-17,04-Aug-17,4,,IBD rerun 3/13/18:  0.0003
4/9/2021,2011302,NLA17_ME-10018,10-Aug-17,1,NLA,ME,WRS,CHEM,WATER,170815.1,NITRATE_N,REGULAR,0.0323,MG N/L,4.00E-04,0.0025,,11-Aug-17,15-Aug-17,5,,
4/9/2021,2011182,NLA17_ME-10019,24-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170728.1,NITRATE_N,REGULAR,0.0011,MG N/L,4.00E-04,0.0025,L,26-Jul-17,28-Jul-17,4,,IBD rerun 3/13/18:  0.0004
4/9/2021,2010607,NLA17_ME-10020,27-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170801.1,NITRATE_N,REGULAR,2.00E-04,MG N/L,4.00E-04,0.0025,,28-Jul-17,01-Aug-17,5,,
4/9/2021,2011249,NLA17_ME-10021,02-Aug-17,1,NLA,ME,WRS,CHEM,WATER,170804.1,NITRATE_N,REGULAR,2.00E-04,MG N/L,4.00E-04,0.0025,,03-Aug-17,04-Aug-17,2,,
4/9/2021,2011206,NLA17_ME-10023,26-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170728.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,27-Jul-17,28-Jul-17,2,,
4/9/2021,2011487,NLA17_ME-10025,19-Sep-17,1,NLA,ME,WRS,CHEM,WATER,170922.1,NITRATE_N,REGULAR,0.0019,MG N/L,4.00E-04,0.0025,L,21-Sep-17,22-Sep-17,3,,
4/9/2021,2010706,NLA17_ME-10029,09-Aug-17,1,NLA,ME,WRS,CHEM,WATER,170811.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,10-Aug-17,11-Aug-17,2,,
4/9/2021,2011093,NLA17_ME-10030,11-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170714.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,13-Jul-17,14-Jul-17,3,,
4/9/2021,2011359,NLA17_ME-10038,23-Aug-17,1,NLA,ME,WRS,CHEM,WATER,170825.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,24-Aug-17,25-Aug-17,2,,IBD rerun 3/13/18:  0.0
4/9/2021,2010578,NLA17_ME-10039,25-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170728.1,NITRATE_N,REGULAR,0.002,MG N/L,4.00E-04,0.0025,L,26-Jul-17,28-Jul-17,3,,
4/9/2021,2011399,NLA17_ME-10040,29-Aug-17,1,NLA,ME,WRS,CHEM,WATER,170901.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,31-Aug-17,01-Sep-17,3,,
4/9/2021,2010513,NLA17_ME-10042,17-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170721.1,NITRATE_N,REGULAR,6.00E-04,MG N/L,4.00E-04,0.0025,L,18-Jul-17,21-Jul-17,4,,
4/9/2021,2010480,NLA17_ME-10043,13-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170718.1,NITRATE_N,REGULAR,2.00E-04,MG N/L,4.00E-04,0.0025,,14-Jul-17,18-Jul-17,5,,
4/9/2021,2010609,NLA17_ME-HP001,25-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170728.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,27-Jul-17,28-Jul-17,3,,
4/9/2021,2010610,NLA17_ME-HP002,26-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170801.1,NITRATE_N,REGULAR,3.00E-04,MG N/L,4.00E-04,0.0025,,28-Jul-17,01-Aug-17,6,,
4/9/2021,2010567,NLA17_ME-HP003,24-Jul-17,1,NLA,ME,WRS,CHEM,WATER,170728.1,NITRATE_N,REGULAR,2.00E-04,MG N/L,4.00E-04,0.0025,,26-Jul-17,28-Jul-17,4,,
4/9/2021,2010287,NLA17_MI-10001,20-Jun-17,2,NLA,MI,WRS,CHEM,WATER,170623.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,21-Jun-17,23-Jun-17,3,,
4/9/2021,2010987,NLA17_MI-10001,05-Jun-17,1,NLA,MI,WRS,CHEM,WATER,170608.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,06-Jun-17,08-Jun-17,3,,
4/9/2021,2011375,NLA17_MI-10002,24-Aug-17,1,NLA,MI,WRS,CHEM,WATER,170829.1,NITRATE_N,REGULAR,0.1921,MG N/L,4.00E-04,0.0025,,25-Aug-17,29-Aug-17,5,,
4/9/2021,2011014,NLA17_MI-10003,13-Jun-17,1,NLA,MI,WRS,CHEM,WATER,170619.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,15-Jun-17,19-Jun-17,6,,
4/9/2021,2010980,NLA17_MI-10004,02-Jun-17,1,NLA,MI,WRS,CHEM,WATER,170605.1,NITRATE_N,REGULAR,0.0748,MG N/L,4.00E-04,0.0025,,03-Jun-17,05-Jun-17,3,,
4/9/2021,2011008,NLA17_MI-10005,12-Jun-17,1,NLA,MI,WRS,CHEM,WATER,170615.1,NITRATE_N,REGULAR,0.0369,MG N/L,4.00E-04,0.0025,,13-Jun-17,15-Jun-17,3,,
4/9/2021,2010978,NLA17_MI-10006,01-Jun-17,1,NLA,MI,WRS,CHEM,WATER,170605.1,NITRATE_N,REGULAR,0.0326,MG N/L,4.00E-04,0.0025,,02-Jun-17,05-Jun-17,4,,
4/9/2021,2011010,NLA17_MI-10007,12-Jun-17,1,NLA,MI,WRS,CHEM,WATER,170621.1,NITRATE_N,REGULAR,0.7851,MG N/L,4.00E-04,0.0025,H,13-Jun-17,21-Jun-17,9,,
4/9/2021,2010557,NLA17_MI-10008,20-Jul-17,1,NLA,MI,WRS,CHEM,WATER,170725.1,NITRATE_N,REGULAR,1.00E-04,MG N/L,4.00E-04,0.0025,,22-Jul-17,25-Jul-17,5,,
4/9/2021,2011026,NLA17_MI-10009,14-Jun-17,1,NLA,MI,WRS,CHEM,WATER,170619.1,NITRATE_N,REGULAR,0.0787,MG N/L,4.00E-04,0.0025,,16-Jun-17,19-Jun-17,5,,
4/9/2021,2011187,NLA17_MI-10010,24-Jul-17,1,NLA,MI,WRS,CHEM,WATER,170728.1,NITRATE_N,REGULAR,6.00E-04,MG N/L,4.00E-04,0.0025,L,26-Jul-17,28-Jul-17,4,,
4/9/2021,2010184,NLA17_MI-10011,05-Jun-17,1,NLA,MI,WRS,CHEM,WATER,170608.1,NITRATE_N,REGULAR,0.0011,MG N/L,4.00E-04,0.0025,L,07-Jun-17,08-Jun-17,3,,
4/9/2021,2011030,NLA17_MI-10011,20-Jun-17,2,NLA,MI,WRS,CHEM,WATER,170623.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,21-Jun-17,23-Jun-17,3,,
4/9/2021,2010634,NLA17_MI-10012,31-Jul-17,1,NLA,MI,WRS,CHEM,WATER,170804.1,NITRATE_N,REGULAR,4.00E-04,MG N/L,4.00E-04,0.0025,,01-Aug-17,04-Aug-17,4,,
4/9/2021,2011015,NLA17_MI-10013,13-Jun-17,1,NLA,MI,WRS,CHEM,WATER,170619.1,NITRATE_N,REGULAR,0,MG N/L,4.00E-04,0.0025,,15-Jun-17,19-Jun-17,6,,
